country name,year,population growth,rural population growth,"population, total",population ages 0-14,"population, female",gdp growth,"death rate, crude",population ages 65 and above,"life expectancy at birth, total",rural population,age dependency ratio,"population, male",population ages 15-64,agricultural land,arable land,urban population,net migration,"fertility rate, total","birth rate, crude",adolescent fertility rate
IDA only,1962,2.54871229762507,2.19874655823118,287309792.0,42.9586334686848,49.804650194218,7.15457367562296,21.7547322628705,3.12686520240413,43.6914835139848,87.8819648466317,85.7597744179556,50.195349805782,53.9145013289111,35.3286276395124,6.21155693499541,12.1180351533683,-89341.0,6.6614489276545,47.3538388228341,160.522889212083
IDA only,1963,2.56318343650466,2.19373638036586,294674069.0,43.1333834125898,49.8111079095672,2.55280996547673,21.5873439762696,3.12025596388257,43.8461024635783,87.5647858412706,86.3493635658794,50.1888920904328,53.7463606235276,35.439965481788,6.31379496322564,12.4352141587294,-82027.0,6.66438168687701,47.1785364690199,159.531328593095
IDA only,1964,2.59603365371115,2.20930438251538,302323907.0,43.3190673576614,49.8170767864318,4.640282383825,21.023933191218,3.11754803888051,44.5343361587632,87.2338239519893,86.9863037303457,50.1829232135682,53.5633846034581,35.4936702024927,6.35825060390551,12.7661760480107,-22675.0,6.66992221114326,47.0201068910439,158.105266753599
IDA only,1965,2.62650515428804,2.22567167475208,310264460.0,43.4764627380261,49.8219480428983,3.4528498042696,20.9560511355893,3.11798545727728,44.5565529947461,86.8918582513257,87.5337358540616,50.1780519571017,53.4055518046966,35.5286279975439,6.40265651791796,13.1081417486743,19047.0,6.67046937354108,46.8376971273023,156.565762403318
IDA only,1966,2.6273547411779,2.22477638177168,318416208.0,43.6040029348136,49.826557198939,3.25763112469313,20.679651907641,3.12161145483398,44.9421421094509,86.5495051444575,87.9897261827502,50.173442801061,53.2743856103524,35.5362858929036,6.4018111645717,13.4504948555425,-27121.0,6.67064636529391,46.6736789484253,155.346556374551
IDA only,1967,2.65884078363247,2.22008485618083,326882388.0,43.7203659312419,49.8303730654429,2.06682245773774,20.1947944862695,3.12874152177243,45.5167894483129,86.1779842302861,88.4213159852164,50.1696269345572,53.1508925469856,35.5734813846509,6.4267242249527,13.8220157697139,38426.0,6.68293364869166,46.6257296358805,155.207406543212
IDA only,1968,2.69483958860457,2.2396317509367,335691344.0,43.825562432317,49.8328122358302,5.2064530103205,19.9024666917268,3.13812808291768,45.8825653687468,85.7943964651243,88.8235194409057,50.1671877641698,53.0363094847653,35.6366341580721,6.47863886574665,14.2056035348757,1013.0,6.68258087792056,46.5123698511392,154.922907722874
IDA only,1969,2.67614675223797,2.20116728852369,344674937.0,43.9286926207764,49.8346249673528,4.31602982827755,19.6952186208567,3.14778224060782,46.138980968356,85.3961842584977,89.2238842520782,50.1653750326472,52.9235251386158,35.6741280093788,6.51086174623945,14.6038157415024,-186871.0,6.68174262448189,46.4419509017768,156.20050470796
IDA only,1970,2.5775541086122,2.10641658594895,353559120.0,44.0343977455566,49.8349666793651,0.869641653579123,20.4593053940456,3.15621860734136,45.0498373114569,85.0029978952596,89.6331867832267,50.1650333206349,52.8093836471021,35.6973751917209,6.53057836987431,14.9970021047404,-414427.0,6.68540286501134,46.373550535752,157.320542933572
IDA only,1971,2.3150032164352,1.80947376587397,361744025.0,44.1667326287863,49.878432632653,2.66996274931957,23.6847179777468,3.14947915843677,42.2921142158218,84.5831785366493,90.0891247529799,50.1215673673469,52.6837882127769,35.7401649252082,6.52841525984123,15.4168214633507,-567625.0,6.68344346887994,46.3402022276221,158.481210743403
IDA only,1972,2.3492993422628,1.82376434404156,370242475.0,44.3021573184028,49.9226852481124,-0.231818415519385,19.2241373188017,3.14340942816363,46.6950589570321,84.1496359449817,90.5660221356769,50.0773147518876,52.5544332534336,35.8285788079979,6.57873864727751,15.8503640550184,-631994.0,6.67456243218523,46.2018114346578,157.574083924365
