country name,year,population growth,rural population growth,"population, total",population ages 0-14,"population, female",gdp growth,"death rate, crude",population ages 65 and above,"life expectancy at birth, total",rural population,age dependency ratio,"population, male",population ages 15-64,agricultural land,arable land,urban population,net migration,"fertility rate, total","birth rate, crude",adolescent fertility rate
Tanzania,1961,2.89939780757905,2.74307649022539,10337891.0,45.4708121801633,50.8623280629563,1.13829635143733,20.894,2.39206913673205,43.1,94.606,91.8019309895454,49.1376719370437,52.1371186831047,29.3519981937232,5.87039963874464,5.394,7359.0,6.754,49.569,177.209
Tanzania,1962,2.92389049932235,2.76203967201218,10644622.0,45.4387320921902,50.8298343325302,9.0967473843173,20.775,2.40419516990856,43.285,94.453,91.7285416242264,49.1701656674698,52.1570727379012,29.3519981937232,5.701061187627,5.547,2892.0,6.758,49.594,177.366
Tanzania,1963,2.92121831069703,2.75485393091169,10960161.0,45.471015434901,50.7981459930471,6.26000305957992,20.629,2.41601834133641,43.494,94.296,91.8908234288951,49.2018540069529,52.1129662237626,30.4809212011741,6.88643034545044,5.704,3212.0,6.77,49.654,178.284
Tanzania,1964,2.96110793573431,2.79023141433195,11289556.0,45.5957012656521,50.7639228003745,5.51115870033443,20.443,2.42717704873323,43.747,94.135,92.3923472210057,49.2360771996255,51.9771216856146,30.4809212011741,6.77353804470535,5.865,7966.0,6.775,49.627,179.802
Tanzania,1965,2.97617633033767,2.80074133152841,11630603.0,45.7533500197711,50.7280749113679,4.36472067146289,20.225,2.43833445265048,44.026,93.97,93.0192068233986,49.2719250886321,51.8083155275784,30.4809212011741,6.77353804470535,6.03,3644.0,6.777,49.546,180.831
Tanzania,1966,2.97600346124761,2.79599329896887,11981932.0,45.8965799505455,50.6932554152164,11.6436755317776,19.957,2.44942551835547,44.381,93.801,93.5958541621325,49.3067445847836,51.653994531099,30.4809212011741,6.77353804470535,6.199,3876.0,6.791,49.506,180.908
Tanzania,1967,2.99554406348966,2.80987135509751,12346286.0,46.0270481341514,50.6622974157278,5.52325857922482,19.664,2.46028238775612,44.756,93.627,94.1269997756254,49.3377025842722,51.5126694780924,30.4809212011741,6.77353804470535,6.373,4204.0,6.798,49.351,178.317
Tanzania,1968,3.13886137864063,2.67746478036412,12739965.0,46.0836213476105,50.6287971419315,6.28556212963628,19.241,2.4723734512761,45.366,93.196,94.3861165819442,49.3712028580686,51.4440052011134,30.4809212011741,6.77353804470535,6.804,33345.0,6.835,49.357,176.201
Tanzania,1969,3.30291856246367,2.75741305532419,13167782.0,46.080467462174,50.5907399878804,3.26163984438972,18.848,2.48872589172573,45.973,92.689,94.4360081130535,49.4092600121196,51.4308066461003,30.4809212011741,6.77353804470535,7.311,35754.0,6.878,49.506,178.732
Tanzania,1970,3.36334574358874,2.77797066481479,13618192.0,46.0863801188286,50.5555679902833,-46.4330351414879,18.544,2.51048386270673,46.45,92.148,94.5406673944577,49.4444320097167,51.4031360184647,31.609844208625,7.90246105215624,7.852,38628.0,6.909,49.653,181.249
Tanzania,1971,3.42161841813975,2.79129479844407,14092218.0,46.102371752352,50.5227088097513,3.90146077101548,18.258,2.53656672557034,46.917,91.569,94.7000330067521,49.4772911902487,51.3610615220777,32.7387672160759,7.90246105215624,8.431,41913.0,6.944,49.825,184.737
Tanzania,1972,3.51041661439018,2.83432706630621,14595699.0,46.1024477142205,50.4883278615022,7.11531519183175,17.991,2.56617377489081,47.324,90.952,94.8126264569705,49.5116721384978,51.3313785108887,32.7387672160759,7.90246105215624,9.048,57460.0,6.951,49.783,185.562
Tanzania,1973,3.55231936608497,2.82844605406563,15123504.0,46.1138355861897,50.4561561577767,6.19196242050275,17.586,2.60042240870825,47.978,90.296,94.9859731587668,49.5438438422233,51.2857420051021,32.7387672160759,7.90246105215624,9.704,48340.0,6.962,49.8,183.073
Tanzania,1974,3.55819450389197,2.78106324944821,15671316.0,46.1680386691213,50.4287725643136,2.11339071824554,17.365,2.63747800878618,48.306,89.597,95.3335529560634,49.5712274356864,51.1944833220925,32.7387672160759,7.90246105215624,10.403,51112.0,6.998,49.926,183.527
Tanzania,1975,3.58808631462146,2.75535882317526,16243826.0,46.2411455971378,50.4030241980583,3.98942559802261,17.082,2.67430846262169,48.722,88.854,95.75391189654,49.5969758019417,51.0845459402405,32.7387672160759,7.90246105215624,11.146,53248.0,7.001,49.818,180.982
Tanzania,1976,3.59799162354067,2.70378049377795,16838919.0,46.3179079369644,50.3805222329309,3.30601216563475,16.725,2.71154282528469,49.236,88.063,96.1917368382604,49.6194777670691,50.9705492377509,32.7387672160759,7.90246105215624,11.937,54819.0,6.989,49.496,172.865
