"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","53.8243678846261","53.8340958387256","53.714603596167","53.7133049032966","53.8809752687232","54.1859821490348","54.5934729296359","55.1028426950936","55.6277574472451","56.0958046873661","56.5745076435753","57.0958809276566","57.7925784966698","58.6899818100697","59.672131147541","60.651907139375","61.6522523124186","62.601084894672","63.3431717185116","63.9025680007932","64.2625380877872","64.3338525867017","64.422748352453","64.6773465703971","64.9503811304473","65.3500897666068","65.8726007639516","66.3956381849016","66.78872033858","66.8617029665494","66.417945177854","65.4560785376577","65.1499226299962","65.7170030945689","66.341819785794","67.1189937174318","67.9165690180455","68.4934972926471","68.8973860869993","69.1772386498153","69.3959026440203","69.5466819879345","69.6515318718074","69.7938051300562","69.9501819199552","69.9560673633761","69.770349411068","69.5528759168373","69.3476585908741","69.1716445525189","69.2441101185812","69.4809294622988","69.5776443493996","69.5444233245447","69.4019231160171","69.1563827635039","68.8469284994965","68.5149706605146","68.1675528725063","67.8262948683463","67.6544980183625","67.7714262951381","67.90803818787","67.8664189243187",
"Africa Eastern and Southern","AFE","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","52.5874072597273","52.503330389333","52.4154422716002","52.3084846911876","52.1964243371995","52.0703489517288","51.9272779095585","51.7902574517024","51.6640082190726","51.5423746812074","51.4135939019529","51.295969411082","51.1948883523335","51.1273400101553","51.1035887789754","51.0871758808965","51.049275981555","51.0286805049144","51.0492605077802","51.0620742119882","51.095837677808","51.0945363053993","51.0389050201238","51.0060918774855","50.9831033216596","50.929369108703","50.9118287688352","50.925306618333","50.9045497474787","50.8888089716897","50.8838354343775","50.8714635078889","50.8348695035705","50.7741071206224","50.82616988038","50.9406894274629","50.9787560124748","51.0519780287487","51.2205819573328","51.4321830689464","51.6510953835525","51.8844110460856","52.1136446197406","52.3262867832499","52.5226207950843","52.6924650897921","52.8438343205913","52.9828323955614","53.104676909055","53.217282833015","53.334559815171","53.4572980911061","53.5776525442326","53.7011859448322","53.8436826743744","54.0202122549409","54.1685477169807","54.3059022109147","54.4870259446035","54.6878346824279","54.9149045662731","55.1635725070642","55.4241177068646","55.6985788064488",
"Afghanistan","AFG","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","56.7464890704188","56.6271739624249","56.4848345023459","56.2777284545762","56.0184599868809","55.7155767231564","55.3786196444588","55.0473217217615","54.7259683778362","54.4163019467664","54.1220409498416","53.843545491759","53.5780728708805","53.3237623881957","53.0748315008113","52.8332204348508","52.6009594295393","52.3750437053281","52.146247496977","51.9046370751123","51.6599445129989","51.4218093974706","51.1763929515556","50.9518484049367","50.7066239563435","50.4272121145342","50.1830746330709","49.9882594328784","49.8187530928808","49.6745376420866","49.5159475183827","49.3259534154315","49.1193945685776","48.9296781488372","48.7152189874181","48.4722853683822","48.2198694740159","47.963125815064","47.7066081644187","47.4699729095877","47.2816683793592","47.1494042246518","47.0868716580122","47.0852511909866","47.1446591257633","47.4723532059088","47.8759411749505","47.425749893193","47.2403923035797","47.8209610849078","48.1838367060086","48.9013436956074","49.7515164111318","50.3459865857063","51.0146858456316","51.4887711178295","51.796392882747","52.2194908666575","52.6330586008387","53.049379403029","53.54578811145","53.9518220264812","54.2635421127991","54.5582007622529",
"Africa Western and Central","AFW","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","55.3837174399295","55.2838697403172","55.1571696143528","54.9721668213349","54.7023563831671","54.4610420355182","54.2836469229469","54.1089020190477","53.9386405052319","53.7739757567053","53.6271004786601","53.4894818502486","53.3471542215749","53.2045133931014","53.0547151695198","52.8955336860603","52.7446155328783","52.5921350111944","52.413676901059","52.2240526618329","52.0270038926088","51.8280684146505","51.6391905577265","51.4342917311485","51.2193505320612","51.0388816239248","50.9095957297459","50.8433977621953","50.8725935641618","50.943203727262","51.0087337921779","51.0999042257662","51.2255783081136","51.3778149033974","51.5380475504619","51.7071619338537","51.8717842072917","52.0194451046005","52.1741348379294","52.3078999344128","52.3941616350399","52.4397420181789","52.4752739417636","52.5208283000518","52.5646029306923","52.5901989578499","52.5949458529664","52.5980584637623","52.6009564744442","52.6024036888889","52.6013193363833","52.5947837055128","52.5827918732884","52.5964858616083","52.6663867346884","52.7714156881813","52.903152074413","53.0667088838901","53.2492460646211","53.4448247383658","53.6705284633495","53.9209140433428","54.1817168633121","54.4605774153008",
"Angola","AGO","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","53.8492199288677","53.3269198412752","52.7802014639524","52.2142610466629","51.6046848074457","51.0451168493008","50.558730234566","50.0999805039707","49.6964742775917","49.3872314552757","49.159280485692","49.1051259000385","49.3113010727223","49.63694108351","49.9715120999449","50.2907336297864","50.5865167139436","50.8835903774055","51.1751627148374","51.428117207029","51.6439238901832","51.8064389874509","51.9042496815521","51.9405170664394","51.9036325796873","51.7965820076149","51.6258689109415","51.4037974927246","51.177915931345","50.9740678222648","50.7909643814205","50.621737880809","50.4776795938629","50.3268291664212","50.1810687503547","50.1373910147842","50.1784307193842","50.2523663902102","50.3444022203304","50.4283824015878","50.5255749386651","50.6315046529266","50.736839107863","50.8544724869871","50.9695532405062","51.065764196427","51.1405219561807","51.1971246054052","51.2293719687693","51.242840979658","51.2522657266449","51.2658458923415","51.2754850997177","51.2785941159205","51.2848187840874","51.2943710147528","51.3311099638774","51.400193747451","51.4789054813949","51.5770502911368","51.6769445054824","51.794772668267","51.9492058518314","52.1311682592848",
"Albania","ALB","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","53.9584159602364","53.5681578447945","53.1868878730377","52.8637994181831","52.6513652947782","52.575306481555","52.6087164625105","52.7166488602124","52.8989229776402","53.1574603814272","53.4963551574241","53.9089275121652","54.3741563792486","54.9026720327696","55.4892999967536","56.1073968607206","56.7513522385027","57.4074318499319","58.0594707400081","58.6939706578198","59.2793748471571","59.8039958609023","60.274068312872","60.695535242588","61.0735260146352","61.4001692176772","61.6769668949813","61.9034033627355","62.0699709327562","62.1834156269911","62.2470000491979","62.2603822422587","62.2240878752507","62.1511491777504","62.0516667915562","61.9418360485913","61.864032007159","61.8549230470232","61.9342811839159","62.1010059520557","62.3386662516881","62.6452942482448","63.0186853964076","63.432299425375","63.8882342829666","64.4006968849006","64.9437276951182","65.4931000479575","66.0351660244856","66.5616113469295","67.0451414637222","67.4463656063078","67.743586897279","67.9331569884736","68.0348772387966","68.07814041121","68.0597702995299","68.0293339440241","67.9920122619273","67.8846071639702","67.7588478462679","67.6019930502716","67.4035759992411","67.1704760986729",
"Andorra","AND","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","66.6946045049764","66.3773985150902","66.0727013542409","65.8383554858417","65.7432276878213","65.7457772688234","65.5674489728077","65.1063309704229","64.711155936572","64.6508985746747","64.8984468339307","65.3470619563288","65.9213028023477","66.5817704715598","67.2748952160717","67.937143632908","68.5432793807178","69.1013615733737","69.6359300020114","70.1745253294611","70.7844526677689","71.5115251584236","71.8043746820725","71.7363075638826","71.8990952444623","72.3032571748204","72.6512705901829","72.8583881448609","73.1027273591181","73.353922625683","73.6073686620525","73.8756388415673","74.1030723488603","74.2346816179415","74.2868247182277","74.2659601769244","74.0380192025168","73.6236805196722","73.216857201634","72.8463542428944","72.5204532528328","72.5309739548513","72.8288802773812","73.1023445835176","73.3845616486203","73.7193790637971","73.710822635014","73.4143332922166","73.2429225724966","73.2011009077196","73.314053570199","73.2188660733058","72.9176536157169","72.6396248924895","72.4594381509606","72.4429031322105","72.4500382221251","72.6886035313002","72.9715531506921","73.0867757424404","73.1620199164469","73.174266919389","73.0655126759182","72.869960638584",
"Arab World","ARB","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","52.6500749048597","52.4103378751513","52.2104640876349","52.0274011280093","51.8692528866763","51.7263521515604","51.5947670723253","51.4976589059519","51.4555670922777","51.4485940808318","51.4465393936699","51.4478031645855","51.4517731567253","51.468060488202","51.5193388826578","51.5085218726449","51.4462371975312","51.505232898717","51.6582199527213","51.8251042467664","52.0049523327476","52.1807632190054","52.3521535317777","52.5304743144733","52.7035261788806","52.8769785221663","53.0513811238714","53.2248924433141","53.416063902133","53.6391515236803","53.8436119730673","54.1527718128488","54.5088757651202","54.8821065028909","55.3050111560846","55.7694359061094","56.2560917488874","56.7693404261512","57.306258929529","57.8535764899785","58.3949670723063","58.918581785721","59.4218504927146","59.9028201656897","60.3531272728643","60.8340436072192","61.4207811154018","62.0540273338408","62.585275945815","62.9870786906412","63.2307717799648","63.3086274903542","63.3116876043601","63.2582521216258","63.1849765252989","63.1591486192228","63.1958319542847","63.2404826245488","63.2769461955135","63.3136135193139","63.2812532732715","63.2756427223104","63.4067940845871","63.6024899110601",
"United Arab Emirates","ARE","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","62.1458613416875","63.5264270122149","64.7471341136281","65.7870099776034","66.6356517778877","67.2978759968602","67.7979862159038","68.1612993982557","69.1362257292738","70.9284173862826","72.8770456653336","74.6110241298694","76.0009795744007","77.0311959896203","77.7239162540179","78.1251875725824","78.5990924027854","79.0603740010645","79.1955647620025","79.047448355399","78.738478682062","78.0621324692469","77.1395488106484","76.326752130757","75.5926091757776","74.9579417803029","74.5052459440748","74.4530595588393","74.8167570997711","75.4047749467591","76.0867017653693","76.7769132203012","77.4272410106551","78.0261961355633","78.595472323908","79.1699332191791","79.5290630319567","79.9195380550378","80.6566855323709","81.5217666648753","82.3677286363103","83.103750315433","83.69366556674","84.1489950937825","84.5121521643301","85.0163902475997","86.1479177529745","87.6411713888825","88.8846908786576","89.6930345083738","89.715604443796","89.2969850499964","89.0727183206711","89.0059306405809","89.0331605861941","89.0704461862409","89.0347696751728","88.872292142437","88.5662799254198","88.1339744030437","87.7076416577682","87.3841318776291","87.2112211473142","87.1775513240389",
"Argentina","ARG","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","63.7794140243784","63.7485357882424","63.7385732602667","63.7374818888573","63.7395090665272","63.7482293140059","63.7670620464568","63.7907705791409","63.8193759314231","63.8423959934053","63.8403430717347","63.8009365186509","63.7334779371356","63.6215269333811","63.4490680810043","63.232736475625","62.9815168719078","62.7164070254819","62.4509452523366","62.1903901827131","61.9485763329283","61.7405116544804","61.572572658121","61.4368927390244","61.3305026337604","61.2552467194345","61.20938420041","61.1941114100215","61.2148035510788","61.2742256973142","61.3587978297777","61.4584424010587","61.5782812589","61.7153826909016","61.8521520251856","61.9899762537413","62.1401715830405","62.3023288038568","62.4688013181561","62.628467605498","62.789020283664","62.9656753005985","63.1608327074306","63.3716560614054","63.5835475397836","63.7919662985063","64.0007557956156","64.2125595638713","64.4257566377999","64.6235437525082","64.7920762398405","64.9184016017251","65.003272372386","65.0660984665299","65.128006843611","65.188136959261","65.249798240061","65.3234909454353","65.4251581198511","65.5594092456362","65.7460443728275","65.989145362052","66.2318590742544","66.4379252856697",
"Armenia","ARM","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","54.5972197512625","53.6138731653559","53.0328515442872","52.8131491146314","52.8177638323063","52.9956308693114","53.3336133387428","53.7712011197011","54.2894197494672","54.8929666773328","55.580617228977","56.3448214687368","57.2026661168878","58.156533985479","59.1839300343054","60.2425534185457","61.2023570129146","61.9908921612026","62.6551689972907","63.2706405067422","63.7757745379884","64.0989040685368","64.2816018951671","64.3334913867298","64.3377310244294","64.3757120026419","64.4256562455409","64.4527500654431","64.4472023210519","64.6032175697611","64.5851946988311","64.2413290442631","63.6348874170572","62.8859509336409","62.3717619942353","62.1221452626441","62.1048643100748","62.1666280680654","62.3886172830742","62.8341763809734","63.3854009159305","63.907975239987","64.3782705735742","64.8352627599649","65.3376064938669","65.9533450293178","66.7357825468641","67.6510432232099","68.5380768699828","69.2256917055146","69.675083080679","69.9026100275162","69.9045058499136","69.745567231822","69.4618735138404","69.0604129065667","68.5820522207123","68.0820077782372","67.6170209288833","67.1729942911158","66.8252059245586","66.5031832509151","66.167484681962","65.8524742602718",
"American Samoa","ASM","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","47.6245879387241","48.3375838292245","49.0214950272698","49.5153832473768","49.8038201181391","49.956094501359","50.0771103896104","50.2423645320197","50.4017754649116","50.5984240261671","50.9009825604583","51.1732916162981","51.330771917569","51.4280810161346","51.5908094065252","51.9941746930129","52.5853405517554","53.2011565468815","53.8039753255655","54.3910040946037","54.9544453045912","55.4623538536669","55.9074703590084","56.2775857484711","56.5703324808184","56.791064970848","56.928537624231","56.9764266860836","56.9465715660963","56.8753287743293","56.8273051451859","56.8149696426794","56.7917835983786","56.7581494770593","56.7169479803361","56.6616601948861","56.6178715761114","56.614847715736","56.6592203924013","56.7047002724796","56.7748461603304","56.9478845473386","57.183922622973","57.4465915464233","57.7727607026186","58.2104465270121","58.7521272531518","59.3402358052592","59.9143802296167","60.4005722460658","60.8900779089315","61.3995650346327","61.8153886019953","62.1542448312771","62.4756670101912","62.8151831850499","63.1973058637084","63.6323151353211","64.1025109803597","64.579659648601","65.0116707750703","65.370810713805","65.3682622411192","65.0634078856352",
"Antigua and Barbuda","ATG","Population ages 15-64, male (% of male population)","SP.POP.1564.MA.ZS","54.7048565037722","54.6389639429796","54.4248438074237","54.1396309856092","53.4744173586927","52.58584294962","51.8421554519132","51.1550027337343","50.5680001346371","50.1292546316243","50.2433269429288","50.8139971587662","51.3738646591932","51.950529570423","52.5873755910459","53.3145181372956","54.0592676356138","54.7489744739508","55.4159007733452","56.0210460340761","56.6063155127657","57.2447022960814","57.8803592167896","58.4711047280205","59.1137260014994","59.648493543759","59.9817238340785","60.3032977089257","60.584981013487","60.7822254264226","60.9775693579065","61.3982257670709","61.9626587963557","62.402757573841","62.7272302444039","63.0046905177964","63.2284224171716","63.4237438861716","63.6847632661396","64.0225407184854","64.276711746796","64.5033001688459","64.8535853006804","65.2664952171014","65.7376035280198","66.2736819744826","66.7814722174932","67.2645855647753","67.6801930526449","68.0295911226632","68.4648069462405","68.9652657932476","69.450813276514","69.8941717244901","70.2304180003766","70.5283177373813","70.7722951142404","70.9161192347074","71.0743329025174","71.1949227724574","71.1962111878469","71.1408415897194","71.0575677727659","70.9976360387556",
