country name,year,"employment to population ratio, 15+, total","unemployment, male","population ages 65 and above, total","population ages 15-64, male","fertility rate, total","unemployment, total","survival to age 65, male","life expectancy at birth, female","population ages 25-29, female","life expectancy at birth, male","population, total","age dependency ratio, old","mortality rate, infant, female","birth rate, crude","mortality rate, adult, male","death rate, crude",population ages 15-64,"survival to age 65, female",population ages 0-14,"mortality rate, infant, male",gdp growth,gdp per capita growth,"mortality rate, adult, female","unemployment, female","employment to population ratio, ages 15-24, total","wage and salaried workers, total","inflation, consumer prices",age dependency ratio,"age dependency ratio, young","unemployment, total","population ages 0-14, total","life expectancy at birth, total","population ages 15-64, female"
Ireland,1991,47.615,15.34,406656.0,62.6277376452592,2.08,15.771,77.350161,77.902,7.00821684505714,72.285,3534235.0,18.5796858701895,6.4,14.9,132.963,8.9,61.9289178611817,86.726986,26.5648768711636,7.9,1.92963925818508,1.34529882213315,74.913,16.602,37.709,76.528946120811,3.21081037142378,61.4754424175303,42.8957565473408,15.771,938865.0,75.025,61.238231206878
Ireland,1992,46.9,14.87,409077.0,63.2125945829316,1.99,15.021,78.863338,78.288,6.9521644841692,72.679,3558430.0,18.4037711181763,6.0,14.4,128.203,8.7,62.4654408115709,87.014509,26.0385753522805,7.5,3.34327410111754,2.64060733041345,77.019,15.297,35.574,76.0434633054695,3.06999853835904,60.0885194231211,41.6847483049448,15.021,926564.0,75.4150975609756,61.726683585543
Ireland,1993,47.12,15.428,410674.0,63.8045333831079,1.9,15.571,78.373196,78.161,6.88202538631037,72.56,3576261.0,18.2155766125044,5.7,13.8,129.173,9.0,63.0412753476041,87.307866,25.4753927292213,7.0,2.69260958134241,2.18059104537846,73.614,15.819,35.014,76.6402863021818,1.46941522411422,58.6262447766067,40.4106681641023,15.571,911067.0,75.2921951219512,62.2867812955846
Ireland,1994,48.251,14.464,411952.0,64.4379155014011,1.85,14.544,79.126806,78.659,6.88110361614614,73.052,3590386.0,18.0169116289973,5.5,13.4,121.694,8.6,63.683235716157,87.746632,24.8430106499766,6.8,5.75582706482669,5.33977122645983,73.638,14.679,35.703,77.3971875767466,2.30920192610951,57.0271955858672,39.0102839568698,14.544,891960.0,75.7871219512195,62.9382495837294
Ireland,1995,49.834,11.922,413436.0,65.1467396549788,1.84,11.97,79.077964,78.313,6.95601545898329,72.762,3608841.0,17.79242514943,5.5,13.5,125.484,8.9,64.3880595013468,87.502011,24.1557437640418,6.7,9.63442161916896,9.07376980575248,73.749,12.051,36.432,77.9135844080585,2.52486446780802,55.3082783518953,37.5158532024652,11.97,871742.0,75.4698048780488,63.6401839256198
Ireland,1996,50.699,11.66,414837.0,65.846873115466,1.88,11.692,79.546643,78.7,7.07687472115777,73.1,3637510.0,17.5216879128454,5.5,13.9,123.816,8.7,65.0874559988998,88.256407,23.508121488507,6.7,7.37962523389375,6.5333137527348,68.427,11.744,35.591,79.1296949678453,1.75574469607419,53.6394174093783,36.1177294965329,11.692,855110.0,75.8317073170732,64.3391580223855
Ireland,1997,52.18,10.22,417096.0,66.4678910000482,1.93,10.192,80.130901,78.7,7.21104419017762,73.4,3674171.0,17.2754337745217,5.5,14.4,123.066,8.6,65.7124431685507,87.774768,22.9354422207876,6.7,11.0217645430167,9.91398569714596,70.908,10.147,38.324,79.2482051569331,1.5418020226137,52.178150322152,34.9027165476303,10.192,842687.0,75.9853658536585,64.9680639343073
Ireland,1998,55.445,7.937,419692.0,67.0003080229717,1.94,7.699,80.133735,79.1,7.33058948034944,73.4,3712696.0,17.0646737848761,5.5,14.5,123.634,8.5,66.2435061395881,88.36427,22.4522632790628,6.7,8.76612168705877,7.63750387455973,67.669,7.337,42.956,79.6845383585322,2.40768094534715,50.9581933951907,33.8935196103146,7.699,833584.0,76.1804878048781,65.4974657281534
Ireland,1999,58.055,5.929,421651.0,67.4576687740929,1.9,5.804,80.553558,78.9,7.45866318280476,73.4,3754786.0,16.835876843048,5.5,14.4,121.392,8.7,66.7009685579885,88.400809,22.0693287998922,6.7,10.5298862914028,9.29088014990631,69.634,5.618,46.262,80.7156862745098,1.62988605221407,49.9228382430038,33.0869613999558,5.804,828656.0,76.0829268292683,65.9545148826426
Ireland,2000,59.829,4.353,424966.0,67.8689920886879,1.89,4.318,81.07687,79.2,7.62431146083022,74.0,3805174.0,16.6425428393745,5.4,14.4,119.257,8.2,67.1057765285058,88.536017,21.7261012050968,6.5,9.40352467698926,7.95480648396467,70.026,4.267,48.074,80.8893434031535,5.57763269940387,49.0184421960202,32.3758993566457,4.318,826716.0,76.5365853658537,66.3520917273523
Ireland,2001,60.142,3.777,430630.0,68.262761815016,1.94,3.684,81.784934,79.9,7.8310857497647,74.5,3866243.0,16.5037548600479,5.2,15.0,112.224,7.8,67.4888966309377,89.201863,21.3729081451171,6.3,5.30582152808266,3.64246999666096,65.886,3.549,46.78,81.6566243434751,4.85280279607477,48.1725453524625,31.6687904924146,3.684,826329.0,77.1341463414634,66.7244980119826
Ireland,2002,59.939,4.548,436502.0,68.5828521415372,1.97,4.216,82.341978,80.4,7.96018288585553,75.0,3931947.0,16.3701489357952,4.9,15.4,113.266,7.5,67.8150199364064,89.941429,21.0835698461132,5.9,5.89936526893928,4.12975548131233,60.492,3.748,44.924,81.9765425028026,4.62820512820515,47.4599758255449,31.0898268897497,4.216,828995.0,77.6341463414634,67.0572031076921
Ireland,2003,59.977,4.817,442303.0,68.7517525495385,1.96,4.478,83.439185,80.7,8.00132032917865,75.7,3996521.0,16.2722311457883,4.6,15.4,102.195,7.3,68.0127971142078,89.618989,20.9200104579654,5.5,3.01383869171366,1.34938713004821,61.181,4.006,45.4,82.3251617617531,3.49221909079765,47.0311749258502,30.7589437800619,4.478,836073.0,78.1390243902439,67.2831717017813
Ireland,2004,60.238,4.963,449822.0,68.9000415170831,1.93,4.491,83.897657,81.1,8.12230644345503,76.1,4070262.0,16.2098835813946,4.3,15.2,101.714,7.0,68.1770838435801,90.036237,20.7715017617386,5.1,6.78813997127008,4.85345757745333,60.791,3.831,44.829,82.0800786578689,2.17854605730523,46.6768841356317,30.467000554237,4.491,845455.0,78.5390243902439,67.4609606322031
Ireland,2005,62.284,4.559,456290.0,69.1917934393033,1.86,4.343,84.760422,81.3,8.43681042680079,76.7,4159914.0,16.0238547503887,4.0,14.8,96.634,6.8,68.4525475554481,90.246194,20.5787103343662,4.7,5.73978167213708,3.46094059357864,58.593,3.797,46.331,82.9604947222142,2.45654692931639,46.0866065662371,30.0627518158484,4.237,856057.0,78.9439024390244,67.7163817591037
Ireland,2006,62.956,4.541,461185.0,69.5806405539364,1.91,4.415,85.146455,81.7,8.81727018235379,76.9,4273591.0,15.6755384307909,3.8,15.3,94.661,6.7,68.8429919997525,90.461905,20.3654877737625,4.4,4.98785381227775,2.19518969027396,58.972,4.1,48.385,83.7704783678914,3.93576114001354,45.2580633758295,29.5825249450387,4.355,870338.0,79.2414634146342,68.1049745993385
