country name,year,"employment to population ratio, 15+, total","unemployment, male","population ages 65 and above, total","population ages 15-64, male","fertility rate, total","unemployment, total","survival to age 65, male","life expectancy at birth, female","population ages 25-29, female","life expectancy at birth, male","population, total","age dependency ratio, old","mortality rate, infant, female","birth rate, crude","mortality rate, adult, male","death rate, crude",population ages 15-64,"survival to age 65, female",population ages 0-14,"mortality rate, infant, male",gdp growth,gdp per capita growth,"mortality rate, adult, female","unemployment, female","employment to population ratio, ages 15-24, total","wage and salaried workers, total","inflation, consumer prices",age dependency ratio,"age dependency ratio, young","unemployment, total","population ages 0-14, total","life expectancy at birth, total","population ages 15-64, female"
Germany,1991,56.259,4.423,11964710.0,72.2638630271505,1.33,5.316,75.408872,78.7,8.2819514192606,72.1,80013896.0,21.7449374959199,5.7,10.4,157.727,11.4,68.7667653640832,87.507233,16.279944782077,7.4,5.10826152190211,4.34522005538682,76.351,6.524,57.122,90.3309931966882,4.04703259753466,45.4190838996544,23.6741464037345,5.316,13026218.0,75.319512195122,65.511502504643
Germany,1992,55.009,4.911,12117545.0,72.0951862798911,1.29,6.323,76.044807,79.2,8.29579983590221,72.6,80624598.0,21.8999207250212,5.4,10.0,153.303,11.0,68.6285049703242,87.97214,16.3419064864136,6.9,1.923076559054,1.15104633199144,73.864,8.225,54.818,89.9688023826689,5.05697796731731,45.7120466882346,23.8121259632134,6.323,13175596.0,75.819512195122,65.3899256649975
Germany,1993,53.832,6.461,12296458.0,71.8906437282716,1.28,7.675,76.378512,79.2,8.22409747075634,72.7,81156363.0,22.1219777981047,5.1,9.8,150.314,11.1,68.4909991733261,88.082949,16.3574375730141,6.5,-0.976849818160517,-1.62568428424478,73.332,9.32,51.907,89.6691949619471,4.47457650752808,46.0045860735607,23.882608275456,7.675,13275101.0,75.8707317073171,65.30454453968
Germany,1994,53.083,7.542,12466086.0,71.683928665928,1.24,8.727,76.915696,79.6,8.05862581542276,73.1,81438348.0,22.3892852006894,4.9,9.5,147.844,10.9,68.369268631737,88.408526,16.3233407094171,6.2,2.39189207051331,2.03735420973175,71.241,10.316,49.986,89.36887561223,2.69305639854954,46.2645452345662,23.8752600338768,8.727,13293459.0,76.2707317073171,65.253307192856
Germany,1995,53.001,7.053,12643028.0,71.5264082940736,1.25,8.158,77.425753,79.7,7.81339689502499,73.3,81678051.0,22.6645828610062,4.6,9.4,144.281,10.8,68.2964303857972,88.617348,16.2244689061907,5.9,1.54414649556445,1.24614187560326,70.337,9.628,48.023,89.2804258771472,1.70616041317076,46.4205374547133,23.7559545937071,8.158,13251830.0,76.4219512195122,65.2526750591839
Germany,1996,52.529,8.239,12802377.0,71.4141051831925,1.3,8.822,78.017154,79.9,7.49962807244947,73.6,81914831.0,22.8915724909979,4.4,9.7,140.48,10.8,68.2735435840689,88.869328,16.0975691956045,5.6,0.80582289149001,0.514437284599765,69.158,9.592,45.522,89.3643644572522,1.44972701963239,46.4696216035437,23.5780491125459,8.822,13186297.0,76.6731707317073,65.30854216464
Germany,1997,51.984,9.306,12911904.0,71.3250394090173,1.35,9.861,78.896591,80.3,7.1142345018725,74.0,82034771.0,23.0509292037539,4.3,9.9,135.199,10.5,68.2816304766706,89.266517,15.9788196846933,5.4,1.79216082094591,1.6433342731292,66.885,10.589,44.366,89.0577460086522,1.93937198922729,46.452273697757,23.4013444940031,9.861,13108188.0,77.0731707317073,65.4046031039426
Germany,1998,52.033,9.289,13001027.0,71.2354301585339,1.36,9.787,79.765993,80.6,6.67124843422524,74.5,82047195.0,23.2031138831843,4.1,9.6,129.383,10.4,68.2916576013829,89.643072,15.8625512075326,5.2,2.01393278519326,1.99848532107309,64.675,10.436,45.108,89.0217440092896,0.911183535014403,46.4307693675058,23.2276554843215,9.787,13014778.0,77.4756097560976,65.5065877241349
Germany,1999,52.739,8.559,13188032.0,71.0365574213415,1.36,8.854,80.276498,80.8,6.23695453817508,74.8,82100243.0,23.5549279654614,4.0,9.4,126.811,10.3,68.1951939972264,89.822519,15.7414771380961,5.0,1.88726115399444,1.82142803058096,64.134,9.235,46.248,89.0088801001473,0.585433064230783,46.6378994084848,23.0829714430234,8.854,12923791.0,77.7268292682927,65.5057618774057
Germany,2000,52.909,7.64,13509223.0,70.7003204711604,1.38,7.917,80.633705,81.0,5.87140024187168,75.0,82211508.0,24.1793675308797,3.9,9.3,125.456,10.2,67.9599139328551,90.005909,15.6078090215116,4.8,2.91250296366708,2.77322125091402,63.354,8.27,46.098,88.8431388444735,1.44026838719741,47.1455661957653,22.9661986648857,7.917,12831415.0,77.9268292682927,65.3654903983931
Germany,2001,53.014,7.768,13885440.0,70.3473729559336,1.35,7.773,81.183856,81.3,5.59663379278558,75.5,82349925.0,24.9044835258968,3.8,8.9,121.87,10.1,67.7047121950968,90.250115,15.4337785643802,4.7,1.68146848097079,1.5105582606794,62.08,7.78,46.462,88.8680202246991,1.98385731334471,47.7002061527281,22.7957226268313,7.773,12709705.0,78.3292682926829,65.2026320424325
Germany,2002,52.414,8.696,14281833.0,70.0272020031317,1.34,8.482,81.470885,81.2,5.44216440576032,75.4,82488495.0,25.6582965181938,3.7,8.7,120.763,10.2,67.4780855395371,90.307939,15.2081874895084,4.6,-0.197973834771361,-0.365628327264105,61.736,8.214,45.365,88.9089580543728,1.42080615551526,48.1962619258712,22.5379654076773,8.482,12545005.0,78.2292682926829,65.0642193790347
Germany,2003,51.714,10.181,14692082.0,69.7122886881464,1.34,9.779,81.661804,81.3,5.41570780229147,75.6,82534176.0,26.4698795009241,3.7,8.6,119.369,10.3,67.2508157803042,90.473317,14.9479740812699,4.5,-0.700116686114356,-0.755077166602604,60.737,9.282,44.003,88.6324387753377,1.03422218628562,48.6970800617682,22.2272005608441,9.779,12337187.0,78.3804878048781,64.9191724488973
Germany,2004,50.768,11.251,15160571.0,69.3325973342312,1.36,10.727,82.395934,81.6,5.47074272071019,75.9,82516260.0,27.4422760070574,3.6,8.6,113.98,9.9,66.9508194336933,90.761491,14.6763520145583,4.4,1.17508813160987,1.1970553521185,58.657,10.078,41.29,87.9295568155122,1.66573696655992,49.3633704159368,21.9210944088794,10.727,12110377.0,78.6804878048781,64.6934657720505
Germany,2005,51.894,11.398,15663458.0,68.9190105924267,1.34,11.167,82.697181,81.8,5.58114918683635,76.2,82469422.0,28.5159276360723,3.5,8.3,111.806,10.1,66.6050547991774,90.789547,14.4018960311465,4.3,0.731707163554191,0.788917115869921,57.71,10.941,42.019,87.6362227581857,1.54691114751328,50.1387541589291,21.6228265228568,11.193,11877160.0,78.9317073170732,64.4100198106703
Germany,2006,52.917,10.279,16113222.0,68.5357144049197,1.33,10.25,83.153224,82.0,5.71371614211874,76.4,82376451.0,29.5108453838718,3.4,8.2,108.484,10.0,66.2823143315268,91.022285,14.1572149824946,4.2,3.816441912988,3.9336103307084,56.008,10.273,44.002,87.8616353787439,1.57742642840563,50.8698079585256,21.3589625746538,10.277,11662211.0,79.1317073170732,64.1416470662333
Germany,2007,54.028,8.698,16407189.0,68.2801591787452,1.37,8.658,83.371441,82.3,5.82036180478638,76.9,82266372.0,30.1801634014357,3.3,8.3,106.198,10.1,66.083076112059,91.120638,13.9729437871252,4.1,2.97645513131597,3.11424588261349,55.294,8.772,45.346,88.0082154265523,2.29834400700951,51.3246753848754,21.1445119834397,8.732,11495034.0,79.5341463414634,63.9919349439067
Germany,2008,54.785,7.329,16577244.0,68.1343247428942,1.38,7.525,83.58921,82.4,5.89216456517103,77.2,82110097.0,30.5957546371394,3.2,8.3,104.309,10.3,65.9864245729756,91.093223,13.8245310289231,4.0,0.95987913356484,1.1520297421751,54.726,7.723,46.562,88.3465105774377,2.62837981637219,51.5463234445798,20.9505688074404,7.508,11351336.0,79.7365853658537,63.9372990545164
Germany,2009,54.793,8.211,16714523.0,68.0033775871521,1.36,7.742,83.756554,82.5,5.92872221757189,77.3,81902307.0,30.9709033631877,3.2,8.1,103.586,10.4,65.8937124706723,91.218099,13.698409740069,3.9,-5.69383633640285,-5.45457716940945,54.228,7.488,46.05,88.4096450727625,0.312739007368447,51.7595486446151,20.7886452814274,7.88,11219314.0,79.8365853658537,63.8756776374853
Germany,2010,55.232,7.423,16727061.0,68.0306269584383,1.39,6.967,83.963666,82.6,5.92765035645586,77.5,81776930.0,31.0160145109991,3.1,8.3,101.933,10.5,65.94818524025,91.299344,13.5973160312519,3.8,4.17988249873657,4.33960677706354,53.275,6.594,46.126,88.4297619255899,1.1038103778926,51.6341960817239,20.6181815707248,7.043,11119468.0,79.9878048780488,63.9506668999338
Germany,2011,56.593,6.191,16379675.0,68.1638713711716,1.39,5.825,84.372764,83.1,5.91650977449995,77.9,80274983.0,30.8672685451186,3.1,8.3,98.648,10.6,66.1038651577438,91.288407,13.4916768007341,3.7,3.92519270463411,5.86963573749217,52.91,5.708,47.074,88.3359602597007,2.07517283735874,51.2770831970614,20.4098146519429,5.967,10830441.0,80.4365853658537,64.1223894433533
Germany,2012,56.838,5.496,16451478.0,68.2166888384753,1.41,5.379,84.68628,83.1,5.93410320620668,78.1,80425823.0,30.9103040829069,3.1,8.4,95.548,10.8,66.1768560547906,91.581877,13.3676766273698,3.7,0.418497594217598,0.230160992711959,51.099,5.227,46.438,88.4276791617559,2.00848884782956,51.1102312538755,20.1999271709687,5.372,10751064.0,80.5390243902439,64.209416699326
Germany,2013,57.194,5.598,16587745.0,68.1832620375222,1.42,5.231,84.744755,83.0,5.99345847042396,78.1,80645605.0,31.0869382982443,3.0,8.5,94.684,11.1,66.1650570931529,91.489406,13.2662524854512,3.6,0.437591303144671,0.163870562978019,51.743,4.991,47.023,88.8044194543715,1.50472330251876,51.1371785463619,20.0502402481176,5.316,10698650.0,80.490243902439,64.2133642952665
Germany,2014,57.402,5.282,16798918.0,68.0424809438905,1.47,4.981,85.151637,83.6,6.0765374928432,78.7,80982500.0,31.4087744529553,3.0,8.8,91.119,10.7,66.044877873583,91.820285,13.2112359296631,3.6,2.20954343134872,1.7843418861469,49.597,4.631,46.266,89.0455938398644,0.906794000434246,51.4121967341259,20.0034222811706,4.98,10698789.0,81.090243902439,64.1086516862434
Germany,2015,57.39,4.963,17113731.0,67.8237170343117,1.5,4.624,84.8906,83.1,6.15627367887631,78.3,81686611.0,31.8179326002154,3.0,9.0,92.451,11.3,65.8448584682172,91.625857,13.2046685967967,3.6,1.49193152760772,0.617105353219898,50.173,4.206,45.339,89.2487869258006,0.514426137125456,51.8721458996918,20.0542132994765,4.612,10786446.0,80.6414634146341,63.9231480491908
Germany,2016,58.487,4.434,17405321.0,67.5537462752597,1.6,4.122,85.190026,83.5,6.17857386404397,78.6,82348669.0,32.2223137582762,3.0,9.6,89.99,11.1,65.5946968485817,91.712049,13.269174354421,3.5,2.22999986782015,1.40810207548923,49.545,3.723,45.699,89.5778343141098,0.491747008445174,52.4513480730653,20.2290343147891,4.104,10926988.0,80.990243902439,63.689710903942
Germany,2017,58.915,4.181,17614700.0,67.2368503340295,1.57,3.746,85.649519,83.4,6.11503811205914,78.7,82657002.0,32.6359381770127,3.0,9.5,86.511,11.3,65.2979434373687,91.879064,13.3914600067046,3.5,2.68023111405891,2.29720604740949,48.026,3.316,46.608,89.8431389785287,1.50949485109628,53.1441792669349,20.5082410899222,3.781,11068979.0,80.9926829268293,63.411023770789
Germany,2018,59.209,3.799,17824018.0,66.9037585790644,1.57,3.384,85.513436,83.3,5.995533627006,78.6,82905782.0,33.0861490130039,2.9,9.5,86.917,11.5,64.9792318923014,91.796394,13.5216433325741,3.5,0.981232606004738,0.678212594110718,48.283,2.903,47.142,90.1008665677694,1.73216879766942,53.895325806539,20.8091767935351,3.384,11210224.0,80.8926829268293,63.1054296492446
Germany,2019,59.976,3.542,18056342.0,66.549079414194,1.54,3.136,86.017743,83.7,5.83633256336686,79.0,83092962.0,33.6222315160367,2.9,9.4,83.621,11.3,64.6307203669172,92.077723,13.6389892348886,3.4,1.07547163576423,0.847783197111852,46.582,2.725,48.356,90.3832240407151,1.44565976888253,54.7251821945576,21.1029506785209,3.163,11333040.0,81.2926829268293,62.7625002102396
