country name,year,"employment to population ratio, 15+, total","unemployment, male","population ages 65 and above, total","population ages 15-64, male","fertility rate, total","unemployment, total","survival to age 65, male","life expectancy at birth, female","population ages 25-29, female","life expectancy at birth, male","population, total","age dependency ratio, old","mortality rate, infant, female","birth rate, crude","mortality rate, adult, male","death rate, crude",population ages 15-64,"survival to age 65, female",population ages 0-14,"mortality rate, infant, male",gdp growth,gdp per capita growth,"mortality rate, adult, female","unemployment, female","employment to population ratio, ages 15-24, total","wage and salaried workers, total","inflation, consumer prices",age dependency ratio,"age dependency ratio, young","unemployment, total","population ages 0-14, total","life expectancy at birth, total","population ages 15-64, female"
Panama,2010,59.365,4.742,234067.0,64.3251474142443,2.604,5.873,76.529579,79.733,8.15680331813426,73.325,3623617.0,10.038198564777,14.4,21.165,157.301,4.755,64.3490379434364,86.448791,29.191464054912,17.2,5.82799344815517,3.95086668478952,81.255,7.59,40.638,65.9044535306028,3.491288726188,55.4024572823224,45.3642587175455,5.832,1057787.0,76.448,64.373060969444
Panama,2011,59.0,3.578,244314.0,64.4068685818656,2.627,4.049,76.875872,79.871,8.1352348468892,73.537,3688674.0,10.2810353330898,14.0,21.213,155.243,4.789,64.4230419928679,86.520062,28.9536022971941,16.8,11.3136259692698,9.35039187358045,80.835,4.473,38.557,67.9960807013346,5.8758024367877,55.2239647594889,44.9429294263991,3.922,1068004.0,76.627,64.4392958330219
Panama,2012,60.783,3.113,254954.0,64.471535296084,2.636,3.717,77.34627,79.991,8.09824737848799,73.787,3754862.0,10.5306592473392,13.8,21.129,151.86,4.818,64.4781086495323,86.580831,28.7319081233878,16.5,9.77849011059975,7.84339403957495,80.132,4.635,41.498,68.0200446091535,5.69819959165992,55.0913978316971,44.5607385843579,3.714,1078844.0,76.819,64.4847113387368
Panama,2013,61.505,3.025,265934.0,64.5346064794866,2.609,3.707,77.883389,80.138,8.04597339491927,74.067,3821556.0,10.7837340930859,13.6,20.759,147.792,4.835,64.5304164063015,86.690704,28.5107950792818,16.3,6.90394810915348,5.03825468082428,79.09,4.81,41.847,67.7224824913469,4.0271599157106,54.9656821836885,44.1819480906026,3.732,1089556.0,77.038,64.5262094183895
Panama,2014,60.952,3.63,277450.0,64.6004029325936,2.59,4.415,78.357087,80.299,7.9910903822294,74.317,3888793.0,11.0470553993205,13.5,20.461,144.044,4.856,64.5837750407099,86.840772,28.2816324090319,16.1,5.06642233879558,3.24983013684663,77.886,5.645,39.518,67.3308242369767,2.62652699929151,54.837670598269,43.7906151989485,4.444,1099814.0,77.248,64.5670859387559
Panama,2015,60.918,3.754,289606.0,64.6655017788674,2.564,4.37,78.727063,80.516,7.94483853566654,74.54,3957099.0,11.3228895916025,13.4,20.111,141.085,4.875,64.6358436617133,87.088354,28.0455237593909,16.0,5.73305430915852,3.90792888074709,76.456,5.348,38.129,66.2710512979724,0.137492058461504,54.7129378536375,43.390048262035,4.402,1109789.0,77.468,64.6060855515045
Panama,2016,60.907,4.111,302308.0,64.7350712550551,2.528,4.758,78.887177,80.736,7.89233248684056,74.692,4026336.0,11.6059249692776,13.4,19.701,139.77,4.904,64.6933757275379,87.346901,27.7983596254312,15.9,4.9532114714853,3.14843275886638,75.287,5.903,38.192,64.2010338827306,0.739734025300033,54.5753123208817,42.9693873516041,4.843,1119255.0,77.653,64.6515511861968
Panama,2017,60.104,4.43,315681.0,64.805278835169,2.493,5.395,78.813387,80.925,7.83253209046156,74.791,4096063.0,11.9021424391774,13.3,19.317,140.62,4.947,64.7525196756007,87.514074,27.5405431996529,15.7,5.59114887414709,3.79367797647103,74.87,6.938,37.156,63.456812407926,0.875585918759878,54.4341448039139,42.5320023647365,5.461,1128078.0,77.795,64.6996121567255
Panama,2018,61.523,4.288,329807.0,64.8732287780673,2.441,5.218,78.445239,81.024,7.77638330773689,74.826,4165255.0,12.2172596060703,13.0,18.814,144.414,5.013,64.810361527729,87.451501,27.2715868862275,15.3,3.68542981594908,1.96303772715136,75.909,6.752,39.168,62.6083111957921,0.761578359399944,54.2963055983719,42.0790459923016,5.313,1135931.0,77.863,64.7473379737856
Panama,2019,61.869,5.244,344697.0,64.9521607608019,2.375,6.332,77.675039,80.954,7.71985077793343,74.789,4232532.0,12.5522742865133,12.5,18.228,152.34,5.12,64.8806081088105,86.981138,26.9754132987063,14.7,3.28187497706709,1.6401875183941,79.382,7.988,38.51,60.8162289846478,-0.355083821021245,54.1292862730018,41.5770119864884,6.409,1141743.0,77.81,64.8089041288666
Panama,2020,52.58,13.587,359173.0,65.0418440757598,2.344,14.183,76.593285,80.034,7.65940380121238,73.472,4294396.0,12.8757486473533,11.9,17.919,156.037,5.747,64.9574625910765,86.273978,26.6787777979979,13.9,-17.6683327218533,-18.8543822302115,82.87,24.667,29.939,55.7314430262309,-1.5502754080376,53.9468821102902,41.071133462937,18.548,1145692.0,76.657,64.8729495704084
Panama,2021,55.839,10.066,372701.0,65.129015406683,2.325,10.453,76.058511,79.594,7.60993018028788,73.05,4351267.0,13.1720902287527,11.1,17.692,160.696,6.067,65.0264509164802,85.866801,26.4082162735589,13.1,15.835765045402,14.3217931852755,85.665,10.626,31.418,59.146321684673,1.63070337301898,53.7835817598671,40.6114915311144,10.293,1149092.0,76.223,64.9238025257226
