country name,year,population growth,rural population growth,"population, total",population ages 0-14,gdp growth,"death rate, crude",population ages 65 and above,"life expectancy at birth, total",rural population,age dependency ratio,population ages 15-64,agricultural land,arable land,urban population,net migration,"fertility rate, total","birth rate, crude",adolescent fertility rate
Sierra Leone,1961,1.71274280235209,1.04380446180728,2341065.0,38.5444445156371,1.80904355005759,30.298,3.87355754752645,34.412,82.097,73.6653877652756,57.5819979368364,36.1873095040177,4.91825990579108,17.903,-2947.0,6.205,49.021,252.602
Sierra Leone,1962,1.771815446658,1.0824455171547,2382914.0,38.5925803449054,4.54096706427617,29.951,3.91459784113065,34.875,81.533,73.934820628261,57.4928218139639,36.2565807702965,4.98753117206983,18.467,-2658.0,6.222,49.004,253.675
Sierra Leone,1963,1.82288051083073,1.09290089913898,2426750.0,38.7460595446585,1.69971517292269,29.599,3.95024209333471,35.344,80.94,74.5088155050488,57.3036983620068,36.3535605430867,5.05680243834857,19.06,-2480.0,6.261,49.11,256.874
Sierra Leone,1964,1.87520955776127,1.06642870701554,2472686.0,39.0657084915536,6.68523879052584,29.178,3.98028621905769,35.87,80.288,75.5802410576201,56.9540052893887,36.4228318093655,5.12607370462732,19.712,-2308.0,6.294,49.096,260.921
Sierra Leone,1965,1.9182437645623,1.08403041616164,2520576.0,39.3977805073126,7.18015579152504,28.747,4.00529482150112,36.363,79.621,76.6880536447939,56.5969246711863,36.4921030756442,5.19534497090607,20.379,-1851.0,6.311,48.836,260.776
Sierra Leone,1966,1.93157230618414,1.06752464404773,2569736.0,39.6773560246352,1.69999999800818,28.292,4.02689147311407,36.868,78.936,77.6332525030208,56.2957525022507,36.561374341923,5.26461623718482,21.064,-2911.0,6.345,48.68,259.433
Sierra Leone,1967,1.95222814946374,1.06019999005919,2620396.0,39.9578918606195,0.0362815533206913,27.785,4.04534276498667,37.434,78.235,78.581743662158,55.9967653743938,36.6306456082017,5.33388750346356,21.765,-2819.0,6.383,48.612,259.581
Sierra Leone,1968,1.96402677518703,1.04072653570526,2672370.0,40.2357756905339,2.0199238329879,27.387,4.06085159224741,37.846,77.516,79.5223700120919,55.7033727172187,36.7691881407592,5.40315876974231,22.484,-3743.0,6.385,48.284,257.155
Sierra Leone,1969,1.94663780382344,0.995217577367199,2724901.0,40.494928163432,8.52544680169767,26.988,4.07405701602682,38.249,76.782,80.4044516829533,55.4310148205412,36.838459407038,5.47243003602106,23.218,-4485.0,6.393,48.032,254.353
Sierra Leone,1970,1.94996310135852,0.967093233280255,2778557.0,40.7299257726089,8.62049323971699,26.472,4.08462091737202,38.793,76.031,81.2072058793798,55.1854533100191,36.9077306733167,5.54170130229981,23.969,-4957.0,6.411,47.814,249.244
Sierra Leone,1971,1.91898561380681,0.903710594092108,2832392.0,40.945190329377,3.46591649227686,26.024,4.09448902297263,39.269,75.263,81.949415812505,54.9603206476504,36.9770019395955,5.61097256857855,24.737,-8162.0,6.429,47.675,246.259
Sierra Leone,1972,1.8972304503412,0.848742125703827,2886642.0,41.145081576635,0.900234650271543,25.574,4.10272629975007,39.767,74.478,82.6410629547611,54.7521921236149,37.0462732058742,5.6802438348573,25.522,-8267.0,6.447,47.536,243.407
Sierra Leone,1973,1.91089152461237,0.832327784730212,2942333.0,41.3305360066315,2.25661824987262,25.165,4.10745486659736,40.217,73.679,83.2777084283255,54.5620091267712,37.1155444721529,5.74951510113605,26.321,-9322.0,6.473,47.381,236.489
Sierra Leone,1974,1.90237435317208,0.788668456183364,2998843.0,41.5074482904654,3.49982832003155,24.773,4.10965230751532,40.691,72.863,83.8813066496286,54.3828994020193,37.1848157384317,5.8187863674148,27.137,-11473.0,6.534,47.512,231.39
Sierra Leone,1975,1.88528364025798,1.06947779050615,3055916.0,41.6723987177658,1.66921652386662,24.362,4.10979882954898,41.173,72.271,84.4413193710958,54.2178024526852,37.2540870047104,5.88805763369354,27.729,-13058.0,6.546,47.326,225.3
Sierra Leone,1976,1.84634974810006,1.27602034040344,3112863.0,41.8139921650917,-0.449176341532421,23.958,4.10941565539254,41.631,71.86,84.9228612333886,54.0765921795157,37.3233582709892,5.95732889997229,28.14,-15686.0,6.553,47.123,218.59
