Country Name,Year,"Fertility rate, total","Population, total",Net migration,Arable land,"Birth rate, crude",GDP growth,"Death rate, crude",Population ages 15-64,Population ages 0-14,Agricultural land,Population ages 65 and above,Rural population,Rural population growth,Age dependency ratio,Urban population,Population growth,Adolescent fertility rate,"Life expectancy at birth, total"
Tunisia,1962,6.993,4281744.0,-66783.0,19.9536560247168,46.886,-4.5900845072057,20.205,52.8158969802959,44.2013814931486,55.6513903192585,2.98272152655553,61.609,0.351725131702814,89.3368921245825,38.391,1.06498559439074,94.248,45.513
Tunisia,1963,7.009,4332926.0,-65956.0,19.9536560247168,46.843,-10.7339947136112,19.371,52.5030775969864,44.5962728188757,55.6385169927909,2.90064958413783,61.167,0.468245520465411,90.4650231502748,38.833,1.18826611419898,90.21,46.5
Tunisia,1964,7.015,4389417.0,-64952.0,20.4685890834192,46.703,-4.67594985374957,18.681,52.1707834809516,44.9967336212607,56.1663233779609,2.83248289778769,60.721,0.563510651615474,91.6781405008662,39.279,1.29533520706636,84.227,47.365
Tunisia,1965,7.1,4457282.0,-54215.0,20.4685890834192,47.084,-2.53669223321104,17.886,51.8724922354579,45.3457000640413,56.1534500514933,2.78180770050085,60.276,0.798700949849247,92.7804254395241,39.724,1.53427467757576,80.452,48.428
Tunisia,1966,7.052,4548972.0,-27390.0,20.4685890834192,46.54,3.45486789374496,17.168,51.5458547557558,45.6735829545664,56.1405767250257,2.78056228967776,59.77,1.19322296763239,94.0020197832998,40.23,2.03621101484077,71.129,49.327
Tunisia,1967,6.955,4661271.0,-19162.0,20.4685890834192,45.592,0.161952471339873,16.235,51.2684146375083,45.9162162083886,56.1277033985582,2.81536915410312,58.964,1.08100104630784,95.0518462104981,41.036,2.43868843600501,58.749,50.466
Tunisia,1968,6.835,4785003.0,-9852.0,20.4685890834192,44.413,10.4097285861731,15.321,51.1506835888417,45.997500315308,56.1148300720906,2.8518160958503,58.152,1.23316370904485,95.5007881312097,41.848,2.61984941339397,46.405,51.573
Tunisia,1969,6.685,4915162.0,-10056.0,20.5072090628218,43.142,4.74781540363225,14.514,51.1634001076669,45.9444164810844,57.0803295571576,2.8921834112487,57.338,1.27414959387848,95.4521776198482,42.662,2.68380615175156,43.201,52.523
Tunisia,1970,6.517,5047404.0,-10062.0,20.5522657054583,41.98,4.6696317726705,13.535,51.2689643298777,45.7940800651266,58.2711122554068,2.93695560499572,56.518,1.21448559456702,95.0497574728954,43.482,2.65493383260085,41.183,53.87
Tunisia,1971,6.359,5182040.0,-9950.0,20.5973223480947,40.857,10.5601974806863,12.796,51.4706370464141,45.5467537880835,58.3032955715757,2.98260916550239,55.695,1.1655819905801,94.2855300388531,44.305,2.63247494300365,38.877,54.835
Tunisia,1972,6.264,5320148.0,-9787.0,20.7904222451081,40.21,17.7427182610332,11.968,51.7331897282923,45.2365653395888,58.9340885684861,3.03024493211889,54.868,1.13423742967584,93.2995238133302,45.132,2.63023213779396,38.918,56.107
Tunisia,1973,6.185,5463650.0,-9607.0,21.1766220391349,39.842,-0.65464350226631,11.319,52.0075956549193,44.9094103758477,59.5005149330587,3.08299396923302,54.041,1.14285595717348,92.2796059704812,45.959,2.66159420644742,39.889,57.2
Tunisia,1974,6.111,5613116.0,-9256.0,21.4984552008239,39.514,8.0747823343126,10.719,52.2794558316628,44.5803364833365,59.8094747682801,3.14020768500063,53.21,1.14922931345082,91.2797247645771,46.79,2.6988937476925,40.048,58.282
Tunisia,1975,6.026,5769074.0,-8762.0,21.9490216271885,39.221,7.15609990912363,10.104,52.5427044270883,44.257267284143,60.2471678681771,3.2000282887687,52.412,1.22947908937787,90.3213483116414,47.588,2.74055803153707,41.048,59.468
Tunisia,1976,5.936,5929998.0,-11064.0,22.399588053553,38.845,7.87685265272428,9.612,52.7998957841045,43.9115868092693,60.6848609680741,3.28851740662622,51.816,1.60758008745962,89.3942989422341,48.184,2.75122933692104,39.743,60.426
Tunisia,1977,5.772,6092769.0,-12574.0,22.7021112255407,37.87,3.41109584954947,9.073,53.0625484077929,43.5288043909099,60.9745108135942,3.40864720129714,51.221,1.5529260734164,88.4568345345994,48.779,2.70787824477726,37.13,61.543
Tunisia,1978,5.511,6254876.0,-12406.0,21.9683316168898,36.383,6.44047353293125,8.663,53.3542114467346,43.1172051306217,60.2278578784758,3.52858342264366,50.625,1.45546576373738,87.4266459709221,49.375,2.62586613924646,34.188,62.338
Tunisia,1979,5.294,6416191.0,-12117.0,21.9232749742533,35.266,6.56752117644017,8.233,53.6791922185608,42.6811249852132,59.8159114315139,3.63968279622599,50.028,1.36006248007374,86.2919510974958,49.972,2.5463319866113,32.378,63.211
Tunisia,1980,5.105,6578156.0,-11505.0,20.5393923789907,34.3,7.41873959497985,7.88,54.0370736115106,42.2204718161138,58.322605561277,3.7424545723756,49.431,1.29246530285542,85.0581056944396,50.569,2.492982345288,32.318,63.975
Tunisia,1981,5.05,6744050.0,-10778.0,20.4042224510814,34.289,5.51407282903942,7.607,54.4001082435628,41.7654673378756,58.7538619979403,3.83442441856155,48.836,1.27961714080087,83.8231886981195,51.164,2.49061717690193,33.42,64.691
Tunisia,1982,4.91,6914963.0,-10563.0,20.3398558187436,33.778,-0.493737604022272,7.33,54.7384089590639,41.3430237195034,59.3202883625129,3.91856732143272,48.24,1.2747819366903,82.6870650261113,51.76,2.50269797457957,33.844,65.417
Tunisia,1983,4.786,7091270.0,-5791.0,20.211122554068,33.267,4.68191738527311,7.062,55.0631018799805,40.9483180764293,59.9961380020597,3.98858004359021,47.644,1.27451276128277,81.6098300677163,52.356,2.51768356163941,33.308,66.137
Tunisia,1984,4.669,7279157.0,5894.0,20.0823892893924,32.88,5.74884326252969,6.807,55.3794934893899,40.5981242469509,60.1313079299691,4.02238226365926,46.989,1.23073172572732,80.5722670397603,53.011,2.61506087684539,32.991,66.82
Tunisia,1985,4.516,7476092.0,5148.0,19.7605561277034,32.316,5.6485732365982,6.481,55.6593404682553,40.2864691873776,59.783728115345,4.05419034436708,46.161,0.891696473448543,79.6643854825465,53.839,2.66951367632696,30.968,67.589
Tunisia,1986,4.358,7675499.0,6143.0,19.5030895983522,31.582,-1.44698841417973,6.242,55.9013390594319,39.9895277173818,59.1786817713697,4.10913322318632,45.333,0.822303164976035,78.8865797641274,54.667,2.63231120828271,28.679,68.228
Tunisia,1987,4.1,7874302.0,6607.0,19.1812564366632,30.168,6.70137109577689,5.97,56.1709243453627,39.658604682764,59.2559217301751,4.17047097187338,44.509,0.722737699334297,78.0280339348163,55.491,2.55712382163164,25.947,68.899
Tunisia,1988,3.851,8068788.0,7003.0,18.8980432543769,28.647,0.0721590773964209,5.713,56.5215149709278,39.2410273239905,59.024201853759,4.23745770508175,43.686,0.573510783729846,76.9237650914869,56.314,2.43987392664688,22.322,69.569
Tunisia,1989,3.585,8256396.0,7272.0,18.7306900102987,26.991,1.74669912824352,5.659,56.9751802118018,38.7191396827381,59.3395983522142,4.30568010546006,42.869,0.410596575217895,75.5150405093774,57.131,2.29848875759729,19.434,69.671
Tunisia,1990,3.471,8440023.0,7453.0,18.7242533470649,26.426,7.94981943665461,5.5,57.5037616897631,38.1180632968617,59.1593717816684,4.37817501337526,42.054,0.280245037233313,73.9016564087634,57.946,2.19968610174394,18.624,70.11
