country name,year,population growth,rural population growth,"population, total",population ages 0-14,gdp growth,"death rate, crude",population ages 65 and above,"life expectancy at birth, total",rural population,age dependency ratio,population ages 15-64,agricultural land,arable land,urban population,net migration,"fertility rate, total","birth rate, crude",adolescent fertility rate
Austria,1961,0.548472356417754,0.281660516219219,7086299.0,22.4331620029795,5.53797931684517,12.1,12.4031984206473,69.5773170731707,35.186,53.4598251506706,65.1636395763732,43.0853126514784,20.4677653902084,64.814,-2418.0,2.78,18.6,56.088
Austria,1962,0.612895847822874,0.473533000307917,7129864.0,22.6667271709913,2.64867511295267,12.7,12.5951908600503,69.309512195122,35.137,54.4685929895919,64.7380819689585,42.7896267571498,20.3708191953466,64.863,1277.0,2.8,18.7,56.253
Austria,1963,0.642362670652079,0.49998143174136,7175811.0,22.8413207630664,4.13826758157032,12.8,12.7628907432785,69.4436585365854,35.087,55.2896609333206,64.3957884936551,42.2903538536112,20.0678623364033,64.913,4768.0,2.82,18.8,55.109
Austria,1964,0.666548205291217,0.52677443310467,7223801.0,23.0855249909645,6.12435373762843,12.3,12.965663863153,69.9219512195122,35.038,56.3750680533863,63.9488111458825,42.1291808046534,20.079980610761,64.962,3117.0,2.79,18.5,52.974
Austria,1965,0.649729875576735,0.509785568764552,7270889.0,23.3587092400873,3.4801749179955,13.0,13.1654297837876,69.7221951219512,34.989,57.5402160528802,63.4758609761251,41.9801260300533,20.1163354338342,65.011,10295.0,2.7,17.9,55.155
Austria,1966,0.701396116235274,0.558419785856575,7322066.0,23.6234112040799,5.64286141093282,12.5,13.3583329457451,70.0458536585366,34.939,58.6841857745526,63.018255850175,41.2748424624333,19.583131362094,65.061,19045.0,2.66,17.6,62.866
Austria,1967,0.747425220117069,0.607083732871057,7376998.0,23.869372776927,3.00804779775521,12.9,13.5583206830007,69.9178048780488,34.89,59.8151023037905,62.5723065400723,40.8834222006786,19.3892389723703,65.11,21563.0,2.62,17.3,65.238
Austria,1968,0.519254261579197,0.378715767775036,7415403.0,24.1006106443544,4.47231278246075,12.9,13.7398082065249,70.0575609756098,34.841,60.8762387503924,62.1595811491207,40.7089190499273,19.4013572467281,65.159,-7099.0,2.58,17.0,64.64
Austria,1969,0.345331646244521,0.204582271852597,7441055.0,24.2923634118075,6.27586716606989,13.3,13.9070172173585,69.8331707317073,34.792,61.8106787734924,61.8006193708339,40.6095492001939,19.2074648570044,65.208,5671.0,2.49,16.3,62.231
Austria,1970,0.349218946276921,0.205398108563309,7467086.0,24.3697557787526,7.12287550213399,13.2,14.054812662933,69.9146341463415,34.742,62.4024498193737,61.5754315583144,40.4241396025206,19.2195831313621,65.258,10360.0,2.29,15.0,58.158
Austria,1971,0.446245581370136,0.322390546948309,7500482.0,24.3234800158778,5.11496858499562,13.0,14.1916416934735,70.1146341463415,34.699,62.6416246463856,61.4848782906487,40.2435773145904,19.2317014057198,65.301,31810.0,2.2,14.5,55.632
Austria,1972,0.581190352265189,0.552380897219073,7544201.0,24.1674673965805,6.2078610864111,12.6,14.3190861085083,70.4634146341463,34.689,62.5660838089443,61.5134464949111,40.0763451284537,19.2438196800776,65.311,36197.0,2.08,13.8,54.156
Austria,1973,0.554041398958361,0.525212071991256,7586115.0,23.9051242266225,4.89043531715288,12.2,14.449845052543,71.0146341463415,34.679,62.2190745441587,61.6450307208345,39.0475036354823,18.3470673776054,65.321,34319.0,1.94,12.9,51.94
