country name,year,"fertility rate, total","population, total",net migration,arable land,"birth rate, crude",gdp growth,"death rate, crude",population ages 15-64,population ages 0-14,agricultural land,population ages 65 and above,rural population,rural population growth,age dependency ratio,urban population,population growth,adolescent fertility rate,"life expectancy at birth, total"
IDA & IBRD total,1961,5.08914106358088,2329785708.0,-674432.0,9.17827971446037,34.2144504973226,1.16807088401796,16.1401916743565,55.9687866363449,40.2076750470577,34.8631971834172,3.82353831659743,75.5633031390997,0.707074596153021,79.2947648140383,24.4366968609003,1.37225074201228,104.525880383518,47.7519842448028
IDA & IBRD total,1962,5.71044675223152,2374555774.0,-766263.0,9.21898383755129,39.4646399524288,3.54866592162119,14.799340446498,55.8091605312529,40.3607631258998,34.9815718519857,3.83007634284732,75.0915968818782,1.28517945011217,79.8310553080396,24.9084031181218,1.92163879477279,109.459943656198,50.8955927559266
IDA & IBRD total,1963,6.0952690764841,2431591328.0,-869246.0,9.28563264402317,40.9768552961984,4.75922269290638,14.5919361666456,55.4994272067596,40.6640852617214,35.0968964180393,3.836487531519,74.6497181709473,1.79937515101558,80.8574500898368,25.3502818290527,2.40194627662598,112.300315023767,51.3392580694108
IDA & IBRD total,1964,5.85413209054566,2489084003.0,-779706.0,9.32944817287093,39.4658423440908,7.67879682400788,14.7660729193418,55.2559589687286,40.8982570556713,35.2064442604951,3.84578397560013,74.200124170578,1.74791933843093,81.6866519042933,25.799875829422,2.36440533151958,106.70826411797,51.882104358188
IDA & IBRD total,1965,5.81554948241759,2547491977.0,-836228.0,9.37870899861287,38.7795856550511,5.92303674489662,14.4967264433283,55.1526685690427,40.9812218868033,35.3361106001566,3.86610954415402,73.9658401030504,2.02346594748425,82.0575873329992,26.0341598969496,2.34656499859398,102.938335236836,51.6696677357903
IDA & IBRD total,1966,5.70654800593888,2608851292.0,-854299.0,9.41306177978862,37.6652879054345,5.02981932479203,13.9672132790257,55.1053381485266,41.001591923597,35.4527523998464,3.89306992787632,73.7389395709518,2.09458419279555,82.2422374646518,26.2610604290482,2.4086166140652,99.6162448619491,52.3210705406396
IDA & IBRD total,1967,5.55554887318226,2670356128.0,-804773.0,9.45006546681315,37.1716966846664,3.18965183728051,13.6569671021346,55.147359276884,40.9286756458235,35.5614164279775,3.92396507729253,73.4975179735899,2.02252807732593,82.1334390923983,26.5024820264101,2.35754472432383,95.9190320821637,52.7950626665919
IDA & IBRD total,1968,5.71858187764969,2733794158.0,-888972.0,9.49545017132774,37.3968435158071,6.02988656975991,13.2490009933436,55.2066597934989,40.8348433903559,35.6989939836676,3.95849681614522,73.258250802303,2.04245458717287,81.9607690735064,26.741749197697,2.37563931397841,96.8416246138318,53.456052769243
IDA & IBRD total,1969,5.59493244383959,2799632817.0,-1060730.0,9.50479543628476,36.7564042469214,8.04644360175315,13.0571480807459,55.2509735135396,40.7570003226699,35.8044796484245,3.99202616379042,73.0251866766843,2.0826023253327,81.834963824871,26.9748133233157,2.4083253966775,95.5317151491995,53.8503612108816
IDA & IBRD total,1970,5.54225758320392,2866639928.0,-1608306.0,9.51011139441014,36.4071673119065,7.77629908295958,12.8871118654482,55.3369244123482,40.6397518882126,35.9460714187192,4.02332369943922,72.7959510476529,2.0720613177928,81.5765061714006,27.2040489523471,2.39342497320069,94.5189753382523,54.207542864011
IDA & IBRD total,1971,5.35833823534131,2934067335.0,-1945149.0,9.52101451789172,35.5268190385404,6.15196664649724,13.0843498952453,55.4174058101583,40.5253780845106,36.1237257774743,4.05721610533113,72.5460238900771,2.00073022418073,81.3300997014342,27.4539761099229,2.35214078829367,94.3736389285726,54.3169778456395
IDA & IBRD total,1972,5.20756233918282,3000875648.0,-1835498.0,9.59381136190157,35.1244872293201,5.98553035029785,12.4536530891051,55.5318900487031,40.3707587726511,36.3237163876423,4.09735117864575,72.2617724316839,1.87609683037806,80.9652033244516,27.7382275683161,2.27698635961946,93.0563769410704,55.3542528065266
IDA & IBRD total,1973,5.06022584047297,3068779645.0,-1738186.0,9.64922168220315,34.438342143201,6.65701628586478,12.0568080114375,55.6508927646445,40.2070911032019,36.5038978083069,4.14201613215357,71.9465544402706,1.81654500692446,80.5852061960536,28.0534455597294,2.26280609279014,92.6228677157465,55.9890413725125
IDA & IBRD total,1974,4.86415520213754,3136417425.0,-1686998.0,9.67427246269056,33.3789465637538,5.96753156626522,11.9810056176337,55.6957499324978,40.1100606374733,36.6712142319493,4.19418943002888,71.5935595851353,1.70241848227445,80.4369524204734,28.4064404148647,2.20406115213268,92.6675763671256,56.4588493110307
IDA & IBRD total,1975,4.65040597675744,3202651220.0,-1390248.0,9.69297695408927,32.6377493956778,3.99947098007662,11.8929837894052,55.7278741346858,40.0223198024559,36.8186371168539,4.24980606285834,71.2833432356075,1.66908848180528,80.3256853101546,28.7166567643925,2.11176594263438,91.9610096174168,56.9779211747824
IDA & IBRD total,1976,4.52457967160807,3268442731.0,-1261105.0,9.75164039517961,31.640820848658,6.19793437407733,11.6981713830561,55.7741800076689,39.9216711900429,36.8054695230275,4.30414880228822,70.9170559152163,1.52964070596231,80.1706312374012,29.0829440847837,2.05428273266672,92.343274031096,57.5197049745692
IDA & IBRD total,1977,4.36739116725622,3333971696.0,-1492474.0,9.80734490462993,31.153709828068,4.57385746829505,11.2980746812548,55.9630786547487,39.6776015409799,37.0038562017217,4.3593198042713,70.5461196414126,1.47111494532595,79.5545193665393,29.4538803585874,2.00489867478728,89.5487366262923,58.0700191754711
IDA & IBRD total,1978,4.2847239146773,3400614104.0,-1538928.0,9.88943134834,30.8528586975086,3.73452701594343,10.9798525126643,56.3755057920621,39.2088885215702,37.2137371912012,4.41560568636771,70.0907391814589,1.34029150582494,78.2507745135181,29.9092608185412,1.99888943508296,87.0896888624704,58.5151810773814
IDA & IBRD total,1979,4.25267420948164,3468899419.0,-1505570.0,9.95261815384775,30.6730483142545,4.65866581344849,10.7998282460038,56.7947488343129,38.7367572276228,37.3773603903781,4.46849393806423,69.5542381611656,1.2270762923248,76.971100885863,30.4457618388344,2.00802892982415,86.1356905203003,58.9861257653212
IDA & IBRD total,1980,4.21535025060734,3538125231.0,-1862026.0,9.96897276569451,30.7230271741591,4.87756487157039,10.7142399906317,57.1474688857946,38.348356435351,37.5279898142007,4.5041746788544,69.0056988717691,1.19102983761714,75.9231771422711,30.994301128231,1.99561312215724,84.5166028623403,59.4185568841085
IDA & IBRD total,1981,4.18630416071781,3609391186.0,-1311359.0,9.99589272522097,31.3514742423389,1.86063950358447,10.559648875537,57.4799686245298,38.0016554362919,37.6024366418968,4.51837593917833,68.4506228075598,1.19345572339252,74.9625332637096,31.5493771924402,2.01422929792278,84.4388918863201,59.8379383286345
IDA & IBRD total,1982,4.20188939624661,3684291030.0,-1254191.0,10.1166122968498,31.5875743735337,2.51608151404461,10.47857045979,57.751753642398,37.7272159966373,37.8093100024932,4.5210303609647,67.9356680631516,1.30710507822013,74.1940899115777,32.0643319368484,2.07513788725697,85.6133653113101,60.2399794201733
IDA & IBRD total,1983,4.04428155792293,3760049450.0,-1421554.0,10.1812561447935,30.8826754634955,1.41039192719352,10.507780079967,58.0456483783473,37.4298204548983,38.0151851485905,4.52453116675439,67.4600240460877,1.34156368194884,73.3847414695629,32.5399759539123,2.05625504019969,85.3954638467401,60.5507050994745
IDA & IBRD total,1984,4.01189937037307,3835772578.0,-1429174.0,10.3436080061605,30.5926069092317,4.53990043321355,10.378987338707,58.3731416090633,37.0909015472607,38.2715000368694,4.53595684367601,66.9672393971812,1.26851961935823,72.5110991733464,33.0327606028188,2.01388649290237,85.4422255789113,60.8878053769022
IDA & IBRD total,1985,3.9593406546016,3913078525.0,-1589872.0,10.5084062506662,30.5751740130373,4.42024788529163,10.2056085166481,58.6731349425808,36.7744433070982,38.5869137673862,4.55242175032104,66.4722642792754,1.26122912079055,71.7292530807717,33.5277357207246,2.01539443301166,84.7806973098476,61.2556578149978
IDA & IBRD total,1986,3.94074100707239,3992634841.0,-1839656.0,10.5087030912217,30.7313138445946,3.75342461992125,9.98472778822653,58.9388983044497,36.4870933154856,38.7464542900653,4.57400838006474,65.9793080923199,1.27632804468631,71.0394088872569,34.0206919076801,2.03308764420976,84.083869886398,61.7200654139376
IDA & IBRD total,1987,3.89836618285451,4074363345.0,-2047346.0,10.5477720066183,30.578515393434,4.73757991570241,9.79873881592848,59.1488537927415,36.2496062467081,38.9420985412091,4.60153996055041,65.4915538158384,1.29258146387228,70.4867180964766,34.5084461841616,2.04698168639761,81.077768155257,62.0608360982406
IDA & IBRD total,1988,3.77365205756544,4156642221.0,-2202234.0,10.5487862438478,29.9211447930054,4.1048093571936,9.73102993169037,59.3386220558624,36.0230701905364,39.0949779920705,4.63830775360117,65.0062505533205,1.2635405754715,69.9779707770106,34.9937494466795,2.01942902566536,81.3112042973868,62.2800363684544
IDA & IBRD total,1989,3.70811686825441,4238479661.0,-2424358.0,10.5736067892825,29.2874119415012,3.09495933531045,9.45642180436853,59.498208111883,35.8139183477494,39.2483566953275,4.68787354036763,64.5372557006861,1.23329780980454,69.5386509905239,35.4627442993139,1.96883531583605,81.7012632576163,62.6661661923556
IDA & IBRD total,1990,3.64524379131944,4320048688.0,-1709368.0,10.5905193587609,28.6970150421013,2.12339119994589,9.40815950432015,59.6077519626402,35.649250550986,39.3908565902271,4.74299748637384,64.0812787256883,1.20443271866151,69.2068351612048,35.9187212743117,1.9244878712183,81.3763971069593,62.8616267260641
IDA & IBRD total,1991,3.42373555842856,4400467505.0,-3325909.0,10.6230634321866,28.0141463389677,1.20530355094965,9.36882893733901,59.7249278026171,35.4739601949011,39.5043238671598,4.80111200248185,63.6232137735781,1.13339080017438,68.8533073070271,36.3767862264219,1.86152570973061,82.2908126601844,63.0209352157434
IDA & IBRD total,1992,3.31783945039571,4479108518.0,-3056343.0,10.5534527842929,27.2419567017878,1.6141309054444,9.2843713851516,59.8542254595307,35.2770896066547,36.860025004078,4.86868493381463,63.1745345466195,1.06926156269897,68.4853770409436,36.8254654533805,1.78710586797072,81.3860071642632,63.3025381294626
IDA & IBRD total,1993,3.2374104078343,4557323479.0,-2788094.0,10.5441725019807,26.7980440819733,3.45235245326738,9.25423940625216,59.979258426096,35.0736319254283,36.7136215073469,4.94710964847572,62.7294021796471,1.02931994330118,68.1354261480006,37.2705978203529,1.74621714757927,80.8377548658968,63.5305843522347
IDA & IBRD total,1994,3.17148589704293,4635143097.0,-2777244.0,10.5188406101577,26.3812187436745,3.38100914047617,9.22435678221716,60.1561355952769,34.8182567685485,36.8105635311855,5.02560763617459,62.2797936149461,0.978622998747241,67.6416742759848,37.7202063850539,1.70757284091398,80.0397459916608,63.7936339035825
IDA & IBRD total,1995,3.10842134309265,4712519365.0,-2711916.0,10.5415154358086,25.908231305987,3.95125528858911,9.04671086085712,60.3879477841537,34.5096288974513,36.8153531576729,5.10242331839502,61.8321372717135,0.938594653395299,67.0015086679586,38.1678627282865,1.66933935761509,78.9265692775613,64.0809646420806
IDA & IBRD total,1996,3.04801838078522,4789922904.0,-3018548.0,10.5366941353258,25.5205499785128,5.42375364173739,8.94028178305728,60.6594166854162,34.1629145721264,36.8485946494406,5.17766874245746,61.3890475778206,0.914198003050927,66.2758436019649,38.6109524221794,1.64250866691134,76.4874286233415,64.3426206931336
IDA & IBRD total,1997,2.99428834318558,4867134757.0,-3066192.0,10.5765811333815,25.1014302323676,5.21806590656581,8.79511371218523,60.9859649079839,33.7616953611314,37.0418452741404,5.2523397308847,60.9387327381511,0.866677833078541,65.4275854763057,39.061267261849,1.61196442087869,74.3076861070273,64.7085608142555
IDA & IBRD total,1998,2.94924287737382,4943812366.0,-2998238.0,10.582692476155,24.5788077097028,2.7286150249106,8.72456768251022,61.328039728151,33.3412090682866,37.0982543611301,5.33075120356241,60.4817520568468,0.816741906180766,64.5392766371595,39.5182479431532,1.57541578008953,73.071482179316,65.0239583926077
IDA & IBRD total,1999,2.91316412697575,5019457363.0,-2925905.0,10.6028699821921,24.0633763615563,3.67450822261634,8.58118961890801,61.6675697284081,32.9244027874376,37.1737155684115,5.4080274841543,60.0244334975797,0.767095602801987,63.6643889607177,39.9755665024203,1.53009441701776,71.4517464727231,65.3663640105662
IDA & IBRD total,2000,2.91489632686337,5094293697.0,-2837319.0,10.5671556074059,23.7493576721672,5.72471537231326,8.49928085667241,62.0172201610467,32.4971695475459,37.1958594622628,5.4856102914075,59.5591731620592,0.706098392134976,62.7840393136169,40.4408268379408,1.49092478704256,70.1712066773805,65.7052149220664
IDA & IBRD total,2001,2.87352240228052,5169110817.0,-2836649.0,10.5877322904442,23.4606623645792,3.65718497365346,8.42170692085048,62.3814842089941,32.0505241554631,37.2251784283165,5.56799163554278,59.0436560794412,0.590569947430495,61.8901771886166,40.9563439205588,1.46864559544456,69.449959884986,66.0855327295897
IDA & IBRD total,2002,2.84133696429585,5243694285.0,-3441437.0,10.603511173907,23.1096934279379,4.64677503796875,8.34549669133066,62.7590002324684,31.5848510507761,37.260367271077,5.6561487167554,58.4886002449842,0.489611276908249,60.996044244069,41.5113997550158,1.44286842825487,67.2698355804187,66.4081392353918
IDA & IBRD total,2003,2.8089900131171,5317975833.0,-3526943.0,10.6783370973789,22.7639462073953,5.85472061032668,8.27369531167386,63.1227592864022,31.1332102156971,37.16021952062,5.74403049790068,57.9285302320433,0.446085678511693,60.1476088799002,42.0714697679567,1.41658807632032,65.1846703613859,66.6892946894752
IDA & IBRD total,2004,2.79476434690332,5392175010.0,-3654261.0,10.6887510712134,22.5602433895064,7.55695579032634,8.20554340190824,63.4789082363299,30.6980780054691,37.1456396439271,5.82301375820102,57.3594441656842,0.399763642315023,59.3213631674943,42.6405558343158,1.39525224126757,61.7602697139739,66.9256871452095
IDA & IBRD total,2005,2.77166366580117,5466351480.0,-4388407.0,10.7351506778513,22.3620020824314,7.10096580334807,8.11985009552716,63.8391890511009,30.2656562461638,37.0618773547667,5.89515470273525,56.7838681311667,0.35896815365291,58.4996990554878,43.2161318688333,1.37563172305121,57.6298277644203,67.3222546092343
IDA & IBRD total,2006,2.75324846738911,5540049563.0,-5172620.0,10.7857340650993,22.1109185407418,8.11240850217312,8.05509099975574,64.1469545706423,29.8892511078634,37.1101813168219,5.96379432149433,56.21688765343,0.336842564856866,57.7925714333695,43.7831123465699,1.34821339735731,55.9208185622741,67.7174414847827
IDA & IBRD total,2007,2.74618459744659,5612877854.0,-5955132.0,10.8173867805596,22.0404542217795,8.70205555705932,8.00705473373927,64.3849574478252,29.5952493549502,37.1568797790571,6.01979319722458,55.6616987287059,0.314572140759225,57.2342585526609,44.3383012712941,1.31457832952242,55.9470174333524,67.9961909319204
IDA & IBRD total,2008,2.74320499521262,5686788085.0,-5547947.0,10.8170451108126,21.9598333306331,5.83585509540794,7.99017818483735,64.5869611188861,29.3524265233205,37.1101743080547,6.06061235779347,55.0907058393748,0.278003257286528,56.7553788287285,44.9092941606252,1.31679742411154,57.2203682201665,68.1797797983643
IDA & IBRD total,2009,2.73048117300168,5762203524.0,-4633168.0,10.8663380466918,21.7892808470028,2.96973926588133,7.87151825191501,64.7564028690334,29.1430565244228,37.1454352187883,6.10054060654389,54.5208595493674,0.278574986443417,56.341380663852,45.4791404506326,1.32615173754975,56.2590277657715,68.6035800323798
IDA & IBRD total,2010,2.70181636775889,5838903143.0,-3567116.0,10.9004857745241,21.6182595483597,7.6831010647312,7.81062382418389,64.8996878421682,28.9511183502457,37.2614812797594,6.14919380758618,53.9540383291779,0.27809738086701,55.9831395694221,46.0459616708221,1.3310813941323,56.4857033031587,68.9006803255735
IDA & IBRD total,2011,2.67773956576726,5917936328.0,-3946939.0,10.9436629054467,21.7710293213393,6.20346196644704,7.69604845015359,65.0030006056307,28.7766046198167,37.292555733839,6.22039477455267,53.4139391543611,0.339273299506161,55.7073126586841,46.5860608456389,1.35356218564353,56.2371226492134,69.2698378110735
IDA & IBRD total,2012,2.69305131458295,5998753810.0,-3929994.0,10.9863352139778,21.9049349431966,5.28463225246539,7.6105335966438,65.0512429481638,28.6328384211449,37.301721006948,6.31591863069128,52.8830549346763,0.358438707200321,55.5489666149348,47.1169450653237,1.36563622047809,56.0852569141602,69.5860133097638
IDA & IBRD total,2013,2.65540416816928,6079936045.0,-3705429.0,11.0153760671347,21.3483008408606,5.22325358422692,7.52154972149695,65.0629367546911,28.5082343082597,37.3571062646025,6.42882893704928,52.3442078118052,0.320809821218447,55.4719877950953,47.6557921881948,1.35331833196202,55.9479424238649,69.9111983022149
IDA & IBRD total,2014,2.64314958655081,6160835364.0,-3390948.0,11.0224083317262,21.2300847527082,4.84630868421327,7.44169776471371,65.0476375175612,28.3845166969352,37.3355639208573,6.56784578550364,51.7977475577547,0.273210133221795,55.4499620485933,48.2022524422453,1.33059490101924,55.6109080288928,70.2366822832833
IDA & IBRD total,2015,2.60854866279419,6240908648.0,-3920998.0,11.0603400403307,20.6084619997277,4.32675343024572,7.37785528052485,65.015846884455,28.2458732389349,37.3825698459638,6.73827987661009,51.2461709893743,0.221781531660653,55.4627637759821,48.7538290106258,1.29971471836265,51.6139865633557,70.5236790616851
IDA & IBRD total,2016,2.61240381239093,6320624467.0,-3881315.0,11.0867907233962,20.6954010773528,4.45496451944591,7.31593610918188,64.979647187645,28.0959232227187,37.3987021251741,6.92442958963635,50.7020034767592,0.202409129237566,55.4829664794026,49.2979965232408,1.27731110157407,49.9580118041693,70.8052133964315
IDA & IBRD total,2017,2.59167246936706,6400602851.0,-4107687.0,11.1020503560703,20.1800105920298,5.14241842009484,7.26481657486313,64.9233555117318,27.9475795050036,37.4219168874689,7.12906498326457,50.1631840857423,0.18933223420818,55.5416763349415,49.8368159142577,1.2653557321364,49.1753146325971,71.0422877811609
IDA & IBRD total,2018,2.52275555585307,6478776303.0,-4083655.0,11.1071684934859,19.5916665678262,4.89001452039273,7.24992418511613,64.8700335149883,27.7802726922779,37.4368431889811,7.34969379273385,49.6314832083389,0.14870122636728,55.5983295732465,50.3685167916611,1.22134514232182,48.2587557835109,71.3213944245514
IDA & IBRD total,2019,2.48352559632692,6555193386.0,-3891454.0,11.092223596246,19.1985324231136,3.9791190559074,7.23386194248488,64.8394976682377,27.5841246907256,37.4242552515961,7.57637764103669,49.1078554651667,0.112472392988465,55.6111353738189,50.8921445348333,1.17949871127074,47.4626146977005,71.5254383692497
IDA & IBRD total,2020,2.41886422415429,6628629499.0,-689611.0,11.1337328162308,18.5547279015684,-1.35543501142301,7.73960966947672,64.8405176800867,27.3631302018911,37.4749762792213,7.79635211802221,48.596593867528,0.0677946775392542,55.5563531064792,51.403406132472,1.12027378409367,46.7435537121083,70.8217187712498
IDA & IBRD total,2021,2.38480349210414,6696373761.0,-2014843.0,11.1498034731301,18.2036281583433,7.38665926475153,8.53084102451177,64.8919408814048,27.1310131814867,37.479641945236,7.97704593710849,48.0942949043655,-0.0218434052525396,55.3947205264605,51.9057050956345,1.02199499927127,46.3849361490551,69.7899671680861
