country name,year,population growth,rural population growth,"population, total",population ages 0-14,gdp growth,"death rate, crude",population ages 65 and above,"life expectancy at birth, total",rural population,age dependency ratio,population ages 15-64,agricultural land,arable land,urban population,net migration,"fertility rate, total","birth rate, crude",adolescent fertility rate
South Africa,1961,2.79949245650161,2.47299573734247,16989464.0,42.3017099803234,3.84473414174089,13.81,3.36366987905946,53.085,53.207,84.0447155021996,54.3346201406171,83.5346099629871,9.89209374407505,46.793,56098.0,6.138,39.911,101.186
South Africa,1962,2.97865062603954,2.76604325452398,17503133.0,42.2245222548294,6.17793085042746,13.617,3.35077716227212,53.376,53.094,83.7400960820187,54.4247005828985,82.5454005885796,9.93331080134203,46.906,68068.0,6.11,39.963,101.666
South Africa,1963,3.03343963252032,2.81850510425634,18042215.0,42.1232093731285,7.37370924877223,13.446,3.34728579611761,53.633,52.98,83.3869586213353,54.5295048307539,81.6056516828924,9.97452785860901,47.02,70976.0,6.077,40.028,101.63
South Africa,1964,3.06137824326201,2.84596306866457,18603097.0,42.0756715938212,7.93960864480677,13.275,3.35326155639569,53.906,52.866,83.2472871109549,54.5710668497831,80.5793469569447,10.015744915876,47.134,74419.0,6.03,40.072,101.854
South Africa,1965,3.09150051024929,2.87563493641742,19187194.0,42.0970075144912,6.12279809601442,13.097,3.3681423140872,54.192,52.752,83.3689915055917,54.5348501714216,79.6395980512575,10.056961973143,47.248,80687.0,5.967,40.014,101.095
South Africa,1966,3.09221107092551,2.87587078852915,19789771.0,42.1197041643382,4.43838608946889,12.967,3.39090331060425,54.391,52.638,83.5219578820115,54.4893925250575,79.4862705982244,10.064381043451,47.362,75469.0,5.907,39.972,100.652
South Africa,1967,3.08929582395733,2.87248422928241,20410677.0,42.1320713663736,7.19652306514106,12.822,3.41995025446731,54.626,52.524,83.661548099418,54.4479783791591,79.2587524421106,10.0718001137591,47.476,80165.0,5.852,39.947,99.738
South Africa,1968,3.0868066719664,2.86952691001569,21050540.0,42.1252793960326,4.15337298293346,12.665,3.45366191428671,54.876,52.41,83.7523929752695,54.4210586896807,79.0765730489906,10.0792191840671,47.59,77095.0,5.782,39.778,97.066
South Africa,1969,3.05802222356712,2.84027187235064,21704214.0,42.115348150471,4.71590286722241,12.474,3.49048568424349,55.194,52.296,83.8432397699238,54.3941661652855,78.8861502444172,10.0866382543752,47.704,71155.0,5.719,39.665,95.852
South Africa,1970,3.01386109736621,2.81288047658424,22368306.0,42.1109863636749,5.24866143118292,12.242,3.52863771783528,55.579,52.191,83.9575163277751,54.3603759184899,78.6957274398437,10.0940573246832,47.809,61524.0,5.634,39.376,95.564
South Africa,1971,2.92152362199403,2.8064956804931,23031441.0,42.0123973137417,4.27893440296982,12.018,3.56728222085626,55.955,52.131,83.7548899837431,54.4203204654021,78.5053046352702,10.1014763949913,47.869,32976.0,5.569,39.195,97.232
South Africa,1972,2.85517679409004,2.74001514755914,23698507.0,41.7963418539404,1.65482970884699,11.827,3.6045983825057,56.272,52.071,83.153337132652,54.5990597635539,78.3190035364235,10.1088954652994,47.929,38121.0,5.49,38.744,98.243
South Africa,1973,2.84541446569948,2.73011862822767,24382513.0,41.545606886378,4.57194474637271,11.563,3.64006778136446,56.722,52.011,82.4340615228756,54.8143253322576,78.1244590261234,10.1163145356074,47.989,41090.0,5.413,38.296,99.61
South Africa,1974,2.80855343866057,2.69312855276912,25077016.0,41.3104015246471,6.11112210372188,11.318,3.67484711897141,57.117,51.951,81.7694300792299,55.0147513563815,77.94640133873,10.1237336059155,48.049,38493.0,5.298,37.58,100.463
South Africa,1975,2.75682890221497,2.64126326702037,25777964.0,41.1000915142078,1.69543377931099,11.075,3.70870244623077,57.512,51.891,81.1882884079046,55.1912060395614,77.7394917112498,10.1311526762235,48.109,38750.0,5.191,36.95,101.636
South Africa,1976,2.68810418678396,2.572410402147,26480300.0,40.9160553489963,2.24986032919334,10.782,3.74327526016086,58.006,51.831,80.6989380304517,55.3406693908428,77.5449472009497,10.1385717465316,48.169,27255.0,5.071,36.175,101.945
South Africa,1977,2.6809957092095,2.56516902113094,27199838.0,40.6244412305772,-0.0939791161255812,10.494,3.77657954758002,58.492,51.771,79.8594205106557,55.5989792218428,77.5358794483509,10.1459908168396,48.229,63715.0,4.942,35.375,102.438
South Africa,1978,2.697162875456,2.5812026762285,27943445.0,40.2107667826927,3.01447977912923,10.223,3.80689997242645,58.979,51.711,78.6277823487526,55.9823332448809,77.543298518659,10.1534098871477,48.289,62116.0,4.853,34.776,102.129
South Africa,1979,2.66104293845816,2.54494703701009,28697014.0,39.8312772163556,3.79051926405782,10.011,3.83519873940889,59.395,51.651,77.5141950356547,56.3335240442355,77.5342307660602,10.1608289574558,48.349,56298.0,4.818,34.541,103.926
South Africa,1980,2.63607966695133,2.48882528923696,29463549.0,39.5003381975471,6.62058342724157,9.81,3.85940946896791,59.813,51.575,76.5528910558988,56.640252333485,77.5334064249149,10.1682480277638,48.425,52736.0,4.78,34.29,105.943
South Africa,1981,2.57656501609284,2.25418534181118,30232561.0,39.2972970550312,5.36079105964045,9.539,3.88199326080921,60.364,51.409,75.9921671200667,56.8207096841596,77.5243386723161,10.1756670980719,48.591,28782.0,4.712,33.886,108.233
South Africa,1982,2.57905498141366,2.25758285868436,31022417.0,39.1820672905327,-0.383419108375435,9.298,3.90112408228662,60.933,51.244,75.6950201535144,56.9168086271807,77.5152709197174,10.1847348506706,48.756,37693.0,4.696,34.366,108.24
South Africa,1983,2.68036798668495,2.35590658617996,31865176.0,39.0092447629977,-1.84655774595063,9.075,3.91322175656585,61.465,51.078,75.2002833538883,57.0775334804365,77.5152709197174,10.1847348506706,48.922,57416.0,4.626,34.604,107.184
South Africa,1984,2.79449944833296,2.46897728688155,32768207.0,38.7803922073062,5.09915163001477,8.902,3.92390105329689,61.907,50.912,74.5331448961095,57.2957067393969,77.5152709197174,10.1847348506706,49.088,73562.0,4.566,35.231,106.83
South Africa,1985,2.96094891488538,2.40156154135958,33752964.0,38.4949881734831,-1.21154088240387,8.715,3.94325073199497,62.38,50.628,73.7264435412149,57.561761094522,77.5152709197174,10.1847348506706,49.372,123316.0,4.495,35.73,102.908
South Africa,1986,3.27832628041109,2.21996632945154,34877834.0,38.2323331522298,0.0178492401652193,8.517,3.94378280405519,62.912,50.095,72.9389214982082,57.823884043715,77.817804120057,10.3866984312788,49.905,243491.0,4.409,36.482,98.004
South Africa,1987,3.49767636658567,2.42598125457218,36119333.0,38.1271824703961,2.10072902053675,8.439,3.91811083554616,63.041,49.561,72.5485388924291,57.9547066940577,78.0238894063919,10.3454813740118,50.439,266936.0,4.352,36.225,100.94
South Africa,1988,3.46780704688293,2.38653654812412,37393853.0,38.1732326433438,4.20010964838187,8.235,3.89376831534317,63.345,49.028,72.6131933244027,57.932999041313,78.2299746927268,10.3866984312788,50.972,288713.0,4.18,34.899,99.441
South Africa,1989,3.35237408677025,2.25928745000234,38668684.0,38.311148628694,2.39479511538406,8.162,3.87339532940919,63.31,48.495,72.9641290514659,57.8154560418969,78.5597111508627,10.4691325458128,51.505,299676.0,3.983,33.297,98.269
South Africa,1990,3.0783936947649,1.97531390146001,39877570.0,38.4964392263621,-0.317760426540374,8.031,3.86192664196941,63.375,47.963,73.4857174230164,57.6416341316685,78.8070134944646,10.5515666603467,52.037,231224.0,3.724,31.146,95.872
South Africa,1991,2.55839629290863,1.47463198035096,40910959.0,38.7678071634523,-1.0182449675445,8.017,3.86862849962315,63.265,47.446,74.3266869450738,57.3635643369245,79.1408716583271,10.6340007748807,52.554,12361.0,3.618,30.127,91.064
South Africa,1992,2.05590495450165,1.03055831956899,41760755.0,39.0626558356045,-2.13703284500521,7.944,3.90267968095883,63.341,46.962,75.331964878653,57.0346644834367,79.526663314346,10.850802496105,53.038,-85560.0,3.479,28.723,87.002
South Africa,1993,1.81454621703216,0.78072706894212,42525440.0,39.2122252090487,1.23355793864741,8.052,3.95293024654266,63.045,46.479,75.9483986027214,56.8348445444087,79.9083332646382,11.0676042173293,53.521,-96947.0,3.372,27.866,82.785
South Africa,1994,1.7310430672935,0.686428217378695,43267982.0,39.1476778273098,3.20000000297172,8.231,3.9996145879835,62.612,45.996,75.893119965475,56.8527075847067,80.179541501455,11.0873884048174,54.004,-76997.0,3.258,27.065,78.896
South Africa,1995,1.64603954100981,0.592591662234131,43986084.0,38.8888062870066,3.10000000054411,8.382,4.04145206470301,62.262,45.514,75.2242035681755,57.0697416482904,80.3897484935165,11.1286054620844,54.486,-98300.0,3.172,26.457,76.521
South Africa,1996,1.52408280185649,0.4616440962983,44661603.0,38.4861013778872,4.29999999726792,8.691,4.08607138344238,61.459,45.033,74.131611168789,57.4278272386705,80.6947547172922,11.2522566338854,54.967,-85040.0,2.991,25.214,72.701
South Africa,1997,1.38627725951906,0.310181580317808,45285048.0,37.8622902435447,2.60000000146347,8.949,4.11777962432788,60.805,44.551,72.3545656861655,58.0199301321274,80.7400934802859,11.2934736911523,55.449,-56052.0,2.734,23.29,68.071
South Africa,1998,1.24455268099471,0.159021411158594,45852166.0,37.0609936173899,0.50000000034143,9.335,4.12974815486636,60.001,44.07,70.0412518761599,58.8092582277437,80.7755401495355,11.2934736911523,55.93,-59065.0,2.63,22.41,67.917
South Africa,1999,1.1115545448798,0.014107942010413,46364681.0,36.1941912617258,2.39999999746338,9.738,4.13817897142246,59.241,43.589,67.5950577605994,59.6676297668517,80.8332440297092,11.3429341598727,56.411,-77647.0,2.559,21.848,68.485
South Africa,2000,0.962864025570883,-0.144439458493194,46813266.0,35.2406061055493,4.20000000067826,10.174,4.15696166292864,58.47,43.109,65.009881220211,60.6024322315221,80.888474886447,11.3857998994304,56.891,-80388.0,2.413,20.705,65.691
South Africa,2001,0.885660412204392,-0.227003456444221,47229714.0,34.2356953506007,2.70000000019104,10.871,4.19047424254993,57.261,42.632,62.4066577298335,61.5738304068494,80.796148678169,11.2811085739723,57.368,-29826.0,2.373,20.392,61.714
South Africa,2002,0.910100943022538,-0.340888760848563,47661514.0,33.2318300544142,3.70037440406668,11.784,4.23573195518158,55.666,42.102,59.9170001436389,62.5324379904042,80.8085137953491,11.2934736911523,57.898,50323.0,2.324,20.04,58.401
South Africa,2003,0.924209372808693,-0.385938957018792,48104048.0,32.2791043252836,2.94907546754213,12.657,4.29228113721031,54.331,41.554,57.6575514512762,63.4286145375061,80.7260796808151,11.2110395766184,58.446,65721.0,2.358,20.473,59.15
South Africa,2004,0.935290168887955,-0.38980971524975,48556071.0,31.4321024862164,4.55455990721774,12.947,4.36278812591735,54.043,41.007,55.7508436598791,64.2051093878662,80.4622905143064,10.9637372330165,58.993,58977.0,2.436,21.261,59.705
South Africa,2005,0.945094240817718,-0.387916800180424,49017147.0,30.727000178866,5.27705197295467,13.177,4.44610735457423,53.98,40.464,54.2569707548958,64.8268924665598,80.359247871139,10.8606945898491,59.536,31424.0,2.512,21.913,56.003
South Africa,2006,0.963593457802097,-0.382412541410261,49491756.0,30.1437091866371,5.60380645895889,13.234,4.53021812360022,54.278,39.923,53.0782357005749,65.3260726897627,79.8687648896619,10.3866984312788,60.077,33357.0,2.548,22.455,57.98
