Country Name,Year,"Fertility rate, total","Population, total",Net migration,Arable land,"Birth rate, crude",GDP growth,"Death rate, crude",Population ages 15-64,Population ages 0-14,Agricultural land,Population ages 65 and above,Rural population,Rural population growth,Age dependency ratio,Urban population,Population growth,Adolescent fertility rate,"Life expectancy at birth, total"
Pacific island small states,1971,5.61799260579186,1206288.0,-9326.0,1.97420792867378,37.1687311426581,6.3767744991174,8.89443387708154,50.8760978460052,46.3075818055376,8.4696150174992,2.81632034845715,73.2282685229398,1.66162968146151,96.9541042339354,26.7717314770602,2.14305250135693,71.6370039338244,60.1927784291632
Pacific island small states,1972,5.48314159673814,1230989.0,-9526.0,2.02197102372234,36.397405276592,5.5478148790304,8.69959636926626,51.1390383017811,46.0409591241783,8.62869869551384,2.82000257404054,72.9052346202931,1.59745240812185,95.9997301857632,27.0947653797069,2.04768678789809,69.1227834512959,60.4618039672896
Pacific island small states,1973,5.37658667366186,1255419.0,-9927.0,2.02197102372234,35.8842172337108,11.2701539892147,8.66765831642366,51.4670954355199,45.7095027851113,8.70824053452116,2.82340177936879,72.5983061121426,1.55517546840788,94.837317781857,27.4016938878574,1.98458312787524,68.8568194989008,60.4294966553435
Pacific island small states,1974,5.29725794384835,1280025.0,-9995.0,2.02197102372234,35.6714102897118,3.38619172407317,8.35992390420109,51.8396275105084,45.3347665334487,8.80369074132994,2.8256059560429,72.3807757254741,1.65468525760029,93.5411910147993,27.6192242745259,1.95998308134575,68.7488865453119,61.0121676544131
Pacific island small states,1975,5.26766644723132,1305437.0,-10121.0,2.13341824550231,35.9166578815467,0.398337425015981,8.36219958617916,52.2308081900159,44.9409838860623,8.9945911549475,2.8282079239217,72.1907880786281,1.71755210239041,92.1896245530903,27.8092119213719,1.98527372512257,69.2114324091914,61.045945070891
Pacific island small states,1976,5.22777548679943,1332485.0,-9158.0,2.21302340391657,36.1176828893,0.820085509385436,8.06075082920059,52.6252219720343,44.5500893322033,9.28094177537385,2.82468869576244,71.9815386477146,1.77609225747715,90.8217516283534,28.0184613522854,2.07194985280792,71.5145049831776,61.6604536079506
Pacific island small states,1977,5.18052473070315,1361037.0,-9579.0,2.32447062569655,36.2176743953242,3.41779968473348,7.93473688577712,53.0177052083761,44.1646588320564,9.50365892459434,2.8176359595675,71.8187477915736,1.91170460327126,89.4636562773072,28.1812522084264,2.14276333317073,73.8769703639174,61.9111049427024
Pacific island small states,1978,5.13422137850942,1390769.0,-9281.0,2.41999681579366,36.399557927338,2.22309386814672,7.70713836295018,53.3718458788158,43.7966244895771,9.67865097041044,2.83152963160701,71.661884762315,1.96126774972379,88.2594413535472,28.338115237685,2.18451078111764,75.7963941245145,62.3604482719594
Pacific island small states,1979,5.08977657049263,1422213.0,-8773.0,2.44387836331794,36.4613298040376,8.66756510557853,7.5513060153357,53.6292928652047,43.4630867486171,9.8456888323258,2.90762038617823,71.5025895375728,2.03351022574603,87.4075991119702,28.4974104624272,2.26090745479659,75.8271258123841,62.7406607968009
Pacific island small states,1980,5.02560978006031,1454737.0,-9025.0,2.45183887915937,36.3763639712025,-3.86633033135597,7.61254303788254,53.8615835024964,43.1622714275207,9.94909322303532,2.97614506998292,71.3339433863303,2.04569099966763,86.636252297042,28.6660566136697,2.28685857884861,75.1137279734967,62.8499762791294
